03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_8_samples_per_second,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch,04_peers/peer_9_samples_accumulated,04_peers/peer_9_samples_per_second,04_peers/peer_9_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
15103,815.893344709045,9,14560,180,21.65,332,3,10.0,815.893344709045,1683054170,0,1504.0,92.97,1536.0,90.64,1504.0,3.0,3.0,0.0,3.0,3.0,1568.0,0.0,92.62,91.36,0.0,0.0,90.98,1504.0,3.0,0.0,1504.0,90.95,3.0,0.0,3.0,91.76,1536.0,90.53,0.0,1472.0,3.0,0.0,3.0,1280.0,78.03,0.0,,,,,,,
16265,819.7037158775188,9,15712,181,20.13,333,3,10.0,819.7037158775188,1683054171,0,1632.0,93.19,1664.0,91.07,1632.0,3.0,3.0,0.0,3.0,3.0,1696.0,0.0,93.02,91.84,0.0,0.0,91.48,1632.0,3.0,0.0,1632.0,91.34,3.0,0.0,3.0,92.1,1664.0,91.11,0.0,1600.0,3.0,0.0,3.0,1408.0,80.74,0.0,,,,,,,
17554,821.8457575120633,9,16864,182,18.51,335,3,10.0,821.8457575120633,1683054173,0,1760.0,93.25,1792.0,91.25,1760.0,3.0,3.0,0.0,3.0,3.0,1824.0,0.0,93.18,92.08,0.0,0.0,91.81,1760.0,3.0,0.0,1760.0,91.67,3.0,0.0,3.0,92.34,1792.0,91.56,0.0,1728.0,3.0,0.0,3.0,1536.0,82.56,0.0,,,,,,,
18853,823.4224628564823,9,18304,183,16.9,337,3,10.0,823.4224628564823,1683054175,0,1920.0,93.33,1920.0,91.38,1888.0,3.0,3.0,0.0,3.0,3.0,1952.0,0.0,93.28,92.33,0.0,0.0,91.98,1888.0,3.0,0.0,1888.0,91.82,3.0,0.0,3.0,92.35,1920.0,91.82,0.0,1856.0,3.0,0.0,3.0,1632.0,83.56,0.0,,,,,,,
20016,824.0128975620562,9,19456,184,15.48,338,3,10.0,824.0128975620562,1683054176,0,2080.0,93.32,2080.0,91.46,2048.0,3.0,3.0,0.0,3.0,3.0,2112.0,0.0,93.32,92.41,0.0,0.0,92.16,2048.0,3.0,0.0,2048.0,91.91,3.0,0.0,3.0,92.31,2080.0,91.99,0.0,2016.0,3.0,0.0,3.0,1792.0,84.55,0.0,,,,,,,
21171,823.8795293935272,9,20576,185,14.08,339,3,10.0,823.8795293935272,1683054177,0,2208.0,93.26,2208.0,91.44,2176.0,3.0,3.0,0.0,3.0,3.0,2240.0,0.0,93.38,92.45,0.0,0.0,92.17,2176.0,3.0,0.0,2176.0,91.85,3.0,0.0,3.0,92.3,2208.0,92.02,0.0,2144.0,3.0,0.0,3.0,1920.0,85.15,0.0,,,,,,,
22346,823.8889506671442,9,21760,186,12.65,341,3,9.49,823.8889506671442,1683054179,0,2336.0,93.16,2336.0,91.45,2304.0,3.0,3.0,0.0,3.0,3.0,2368.0,0.0,93.25,92.48,0.0,0.0,91.94,2304.0,3.0,0.0,2304.0,91.85,3.0,0.0,3.0,92.31,2336.0,92.04,0.0,2272.0,3.0,0.0,3.0,2016.0,85.41,0.0,,,,,,,
23511,823.6818140411854,9,23136,187,11.24,342,3,8.43,823.6818140411854,1683054180,0,2464.0,93.09,2496.0,91.4,2432.0,3.0,3.0,0.0,3.0,3.0,2496.0,0.0,93.17,92.49,0.0,0.0,92.01,2432.0,3.0,0.0,2432.0,91.78,3.0,0.0,3.0,92.28,2464.0,92.03,0.0,2400.0,3.0,0.0,3.0,2144.0,85.65,0.0,,,,,,,
24672,823.460682598803,9,24256,188,9.83,344,3,7.37,823.460682598803,1683054182,0,2592.0,93.03,2624.0,91.39,2592.0,3.0,3.0,0.0,3.0,3.0,2656.0,0.0,93.1,92.48,0.0,0.0,92.01,2592.0,3.0,0.0,2592.0,91.68,3.0,0.0,3.0,92.27,2624.0,92.04,0.0,2560.0,3.0,0.0,3.0,2304.0,85.7,0.0,,,,,,,
25846,822.969065178527,9,25408,189,8.41,345,3,6.31,822.969065178527,1683054183,0,2720.0,93.03,2752.0,91.32,2720.0,3.0,3.0,0.0,3.0,3.0,2784.0,0.0,93.12,92.36,0.0,0.0,92.06,2720.0,3.0,0.0,2720.0,91.65,3.0,0.0,3.0,92.2,2752.0,92.04,0.0,2688.0,3.0,0.0,3.0,2400.0,85.69,0.0,,,,,,,
26997,822.4556206979852,9,26560,190,7.02,347,3,5.26,822.4556206979852,1683054185,0,2848.0,93.03,2880.0,91.28,2848.0,3.0,3.0,0.0,3.0,3.0,2912.0,0.0,93.04,92.25,0.0,0.0,92.06,2848.0,3.0,0.0,2848.0,91.55,3.0,0.0,3.0,92.15,2880.0,92.0,0.0,2816.0,3.0,0.0,3.0,2528.0,85.61,0.0,,,,,,,
28152,822.2287543969804,9,27712,191,5.61,348,3,4.21,822.2287543969804,1683054186,0,2976.0,92.96,3008.0,91.24,2976.0,3.0,3.0,0.0,3.0,3.0,3040.0,0.0,92.98,92.18,0.0,0.0,92.05,2976.0,3.0,0.0,2976.0,91.46,3.0,0.0,3.0,92.06,3008.0,91.91,0.0,2944.0,3.0,0.0,3.0,2656.0,85.61,0.0,,,,,,,
29311,821.9441383564771,9,28832,192,4.21,349,3,3.15,821.9441383564771,1683054187,0,3104.0,92.92,3136.0,91.22,3104.0,3.0,3.0,0.0,3.0,3.0,3168.0,0.0,92.94,92.17,0.0,0.0,91.95,3104.0,3.0,0.0,3104.0,91.52,3.0,0.0,3.0,92.02,3136.0,91.91,0.0,3072.0,3.0,0.0,3.0,2784.0,85.57,0.0,,,,,,,
30458,821.2641176411956,9,30016,193,2.81,351,3,2.11,821.2641176411956,1683054189,0,3232.0,92.86,3264.0,91.22,3232.0,3.0,3.0,0.0,3.0,3.0,3296.0,0.0,92.92,92.09,0.0,0.0,91.94,3232.0,3.0,0.0,3232.0,91.53,3.0,0.0,3.0,91.98,3264.0,91.86,0.0,3200.0,3.0,0.0,3.0,2880.0,85.55,0.0,,,,,,,
31611,820.7259819212723,9,31168,194,1.41,352,3,1.06,820.7259819212723,1683054190,0,3360.0,92.83,3424.0,91.11,3360.0,3.0,3.0,0.0,3.0,3.0,3424.0,0.0,92.88,92.01,0.0,0.0,91.93,3360.0,3.0,0.0,3360.0,91.48,3.0,0.0,3.0,91.7,3392.0,91.84,0.0,3328.0,3.0,0.0,3.0,3008.0,85.48,0.0,,,,,,,
32765,820.6355286549168,9,32288,195,0.0,354,3,0.5,820.6355286549168,1683054192,0,3488.0,92.77,3552.0,91.09,3488.0,3.0,3.0,0.0,3.0,3.0,3552.0,0.0,92.85,92.0,0.0,0.0,91.81,3488.0,3.0,0.0,3488.0,91.41,3.0,0.0,3.0,91.58,3520.0,91.79,0.0,3456.0,3.0,0.0,3.0,3136.0,85.42,0.0,,,,,,,
33916,820.4407304916305,9,32896,196,0.0,355,3,0.5,820.4407304916305,1683054193,0,3616.0,92.79,3680.0,91.08,3616.0,3.0,3.0,0.0,3.0,3.0,3680.0,0.0,92.8,91.96,0.0,0.0,91.73,3616.0,3.0,0.0,3616.0,91.33,3.0,0.0,3.0,91.62,3648.0,91.78,0.0,3584.0,3.0,0.0,3.0,3232.0,85.55,0.0,,,,,,,
35069,820.4407304916305,9,32896,197,0.0,356,3,0.5,820.4407304916305,1683054194,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
36225,820.4407304916305,9,32896,198,0.0,358,3,0.5,820.4407304916305,1683054196,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
37382,820.4407304916305,9,32896,199,0.0,359,3,0.5,820.4407304916305,1683054197,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
38534,820.4407304916305,9,32896,200,0.0,361,3,0.5,820.4407304916305,1683054199,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
39764,820.4407304916305,9,32896,201,0.0,362,3,0.5,820.4407304916305,1683054200,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
40917,820.4407304916305,9,32896,202,0.0,363,3,0.5,820.4407304916305,1683054201,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
42073,820.4407304916305,9,32896,203,0.0,365,3,0.5,820.4407304916305,1683054203,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
43225,820.4407304916305,9,32896,204,0.0,366,3,0.5,820.4407304916305,1683054204,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
44377,820.4407304916305,9,32896,205,0.0,368,3,0.5,820.4407304916305,1683054206,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
45530,820.4407304916305,9,32896,206,0.0,369,3,0.5,820.4407304916305,1683054207,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
46680,820.4407304916305,9,32896,207,0.0,370,3,0.5,820.4407304916305,1683054208,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
47836,820.4407304916305,9,32896,208,0.0,372,3,0.5,820.4407304916305,1683054210,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
48990,820.4407304916305,9,32896,209,0.0,373,3,0.5,820.4407304916305,1683054211,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
50142,820.4407304916305,9,32896,210,0.0,375,3,0.5,820.4407304916305,1683054213,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
51296,820.4407304916305,9,32896,211,0.0,376,3,0.5,820.4407304916305,1683054214,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
52451,820.4407304916305,9,32896,212,0.0,378,3,0.5,820.4407304916305,1683054216,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
53604,820.4407304916305,9,32896,213,0.0,379,3,0.5,820.4407304916305,1683054217,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
54753,820.4407304916305,9,32896,214,0.0,380,3,0.5,820.4407304916305,1683054218,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
55906,820.4407304916305,9,32896,215,0.0,382,3,0.5,820.4407304916305,1683054220,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
57056,820.4407304916305,9,32896,216,0.0,383,3,0.5,820.4407304916305,1683054221,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
58211,820.4407304916305,9,32896,217,0.0,385,3,0.5,820.4407304916305,1683054223,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
59368,820.4407304916305,9,32896,218,0.0,386,3,0.5,820.4407304916305,1683054224,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
60514,820.4407304916305,9,32896,219,0.0,387,3,0.5,820.4407304916305,1683054225,0,3680.0,92.76,3744.0,91.06,3680.0,3.0,3.0,0.0,3.0,3.0,3744.0,0.0,92.76,91.94,0.0,0.0,91.72,3680.0,3.0,0.0,3680.0,91.35,3.0,0.0,3.0,91.57,3712.0,91.79,0.0,3648.0,3.0,0.0,3.0,3328.0,85.48,0.0,,,,,,,
