01_general/step,01_general/minibatch_loss,process/voluntary_proc_ctx_switches,01_general/locally_processed_samples,bandwidth/net_sent_sys_bandwidth_Mbits,_step,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,process/memory/data_resident_set_proc_MB,02_timing/step_time_s,01_general/step_based_sps,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,_timestamp,disk/time/disk_read_time_sys_s,disk/time/disk_write_time_sys_s,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB,cpu/logical_core_count,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,disk/counter/disk_write_sys_count,process/memory/shared_memory_proc_MB,01_general/lr,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,_runtime,02_timing/dataload_time_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/forward_time_s,02_timing/loss_calc_time_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent
56.0,12.724806785583496,,1824.0,,78,,,,,0.06816908299697388,469.4210130627769,,,,1680630456.0,,,,,,0.049025238999092835,,,,0.0001,,,,,,,,21,0.0006925260004209122,1.4569995983038098e-06,,,,,0.01780338699973072,0.0005040679989178898,0.0,0.00014240599921322428,
57.0,12.737707138061523,,1856.0,,79,,,,,0.06808310400083428,470.01382310077804,,,,1680630456.0,,,,,,0.04674754000006942,,,,0.0001,,,,,,,,21,0.0007245260003401199,2.0090010366402566e-06,,,,,0.019835521999993944,0.0006112400005804375,0.0,0.00016226699881372042,
58.0,12.55578899383545,,1888.0,,80,,,,,0.06790682099926926,471.23395748925356,,,,1680630456.0,,,,,,0.04739685599997756,,,,0.0001,,,,,,,,21,0.0010857969991775462,1.4039997040526941e-06,,,,,0.018653416000233847,0.0006108789984864416,0.0,0.00015846900168980937,
59.0,12.736260414123535,,1920.0,,81,,,,,0.06817264299752424,469.3964997244146,,,,1680630456.0,,,,,,0.04805020700041496,,,,0.0001,,,,,,,,21,0.0007159639990277356,1.5469995560124516e-06,,,,,0.01861503699910827,0.000632461000350304,0.0,0.00015742699906695634,
60.0,12.767427444458008,,1952.0,,82,,,,,0.06783903499672306,471.70482306456375,,,,1680630457.0,,,,,,0.048399793999124086,,,,0.0001,,,,,,,,22,0.0009188179992634105,1.529999281046912e-06,,,,,0.017849886999101727,0.0005153559995960677,0.0,0.00015365000035671983,
,,1031.0,,0.2941833565822849,83,204903.17824,0.0,61344.0,0.0,,,2.9,63954.0,5232.304128,1680630457.0,0.0,0.08300000000002683,3338.817536,26741.32992,,0.047608093000235385,0.3919999999999959,211.0,651.198464,,52707.0,1096.0,2.719744,5.566666666666666,0.0,0.04086988619720029,5.333333333333334,22,,1.5289988368749619e-06,4409.434112,,0.0,71.82008425390337,0.0184381229992141,0.0005072599997220095,,0.00015095799972186796,4.233333333333333
61.0,12.753534317016602,,1984.0,,84,,,,,0.06756141099867818,473.64315704753517,,,,1680630457.0,,,,,,,,,,0.0001,,,,,,,,22,0.0008554480009479448,,,,,,,,0.0,,
62.0,12.633472442626953,,2016.0,,85,,,,,0.0679050169983384,471.2464765421239,,,,1680630457.0,,,,,,0.04868205599996145,,,,0.0001,,,,,,,,22,0.000553115998627618,1.6369995137210935e-06,,,,,0.01802868300001137,0.0004944659995089751,0.0,0.00014505900071526412,
63.0,12.679895401000977,,2048.0,,86,,,,,0.06816598899968085,469.44231969039316,,,,1680630457.0,,,,,,0.04751314299937803,,,,0.0001,,,,,,,,22,0.0009964529999706428,1.3049993867753074e-06,,,,,0.018844156000341172,0.0006577910007763421,0.0,0.0001531409998278832,
64.0,12.649776458740234,,2080.0,,87,,,,,0.06750089499837486,474.0677882977763,,,,1680630457.0,,,,,,0.04819140599829552,,,,0.0001,,,,,,,,22,0.0009487170009379042,1.5379991964437068e-06,,,,,0.01773199499984912,0.0004798219997610431,0.0,0.0001474170003348263,
65.0,12.74461555480957,,2112.0,,88,,,,,0.06851013599953149,467.08416985508296,,,,1680630457.0,,,,,,0.04845988099987153,,,,0.0001,,,,,,,,22,0.0010763069985841867,1.448999682907015e-06,,,,,0.01831862000108231,0.0005100840007798979,0.0,0.00014379499953065533,
66.0,12.709141731262207,,2144.0,,89,,,,,0.06810351800413628,469.8729366382582,,,,1680630457.0,,,,,,0.04786804400100664,,,,0.0001,,,,,,,,22,0.0008630890006315894,1.4920005924068391e-06,,,,,0.018439781000779476,0.000773980000303709,0.0,0.00015713200082245748,
67.0,12.540520668029785,,2176.0,,90,,,,,0.06749856100032048,474.08418084421186,,,,1680630457.0,,,,,,0.046983611000541714,,,,0.0001,,,,,,,,22,0.0008646509995742235,1.332000465481542e-06,,,,,0.018873906999942847,0.0006075290002627298,0.0,0.00016753099953348283,
68.0,12.841558456420898,,2208.0,,91,,,,,0.06798873200386879,470.6662274298496,,,,1680630457.0,,,,,,0.048682226000892115,,,,0.0001,,,,,,,,22,0.0006464590005634818,1.4670004020445049e-06,,,,,0.01798598500135995,0.0005136559993843548,0.0,0.00015893900126684457,
69.0,12.679439544677734,,2240.0,,92,,,,,0.06772164299945871,472.52249919949185,,,,1680630458.0,,,,,,0.04771561199959251,,,,0.0001,,,,,,,,23,0.0006536059991049115,1.4510005712509155e-06,,,,,0.018538905000241357,0.0006602949997613905,0.0,0.00015177400018728804,
70.0,12.769048690795898,,2272.0,,93,,,,,0.06709733299794607,476.91910498111093,,,,1680630458.0,,,,,,0.0477453899984539,,,,0.0001,,,,,,,,23,0.0006561720001627691,1.4110009942669421e-06,,,,,0.01796655100042699,0.0005632599986711284,0.0,0.00016454899923701305,
,,1142.0,,0.12405695195333809,94,204903.07584,0.0,68665.0,0.0,,,2.9,70690.0,5232.586752,1680630458.0,0.0,0.08699999999998909,3338.817536,26741.592064,,,0.4479999999999791,222.0,651.198464,,58478.0,1265.0,2.719744,5.566666666666666,0.0,0.04495777320170837,5.333333333333334,23,,,4409.20064,,0.0,68.72293746264617,0.01824526699965645,0.0005266959997243248,,0.00014734500109625515,4.233333333333333
71.0,12.7734375,,2304.0,,95,,,,,0.0680301939992205,470.37937302319995,,,,1680630458.0,,,,,,0.04844045599929814,,,,0.0001,,,,,,,,23,0.0006687580007564975,1.6719986888347194e-06,,,,,,,0.0,,
72.0,12.764745712280273,,2336.0,,96,,,,,0.06774292100089951,472.37408023157275,,,,1680630458.0,,,,,,0.04787038399990706,,,,0.0001,,,,,,,,23,0.0006783699991501635,1.503000021330081e-06,,,,,0.018397999001535936,0.000634248001006199,0.0,0.00016041699927882291,
73.0,12.747909545898438,,2368.0,,97,,,,,0.06734010499712895,475.1997342648088,,,,1680630458.0,,,,,,0.04785364599956665,,,,0.0001,,,,,,,,23,0.0006588189989997772,1.4569995983038098e-06,,,,,0.018141693999496056,0.000527373998920666,0.0,0.00015711500054749195,
74.0,12.583925247192383,,2400.0,,98,,,,,0.0680049959992175,470.5536634450829,,,,1680630458.0,,,,,,0.04849130399998103,,,,0.0001,,,,,,,,23,0.0007033399997453671,1.8790015019476414e-06,,,,,0.018057899998893845,0.0005704630002583144,0.0,0.00018010999883699697,
75.0,12.838583946228027,,2432.0,,99,,,,,0.06797109699982684,470.78834111036224,,,,1680630458.0,,,,,,0.046518162000211305,,,,0.0001,,,,,,,,23,0.0007629159990756307,1.529999281046912e-06,,,,,0.019831853000141564,0.0006867700012662681,0.0,0.00016986599985102657,
76.0,12.775287628173828,,2464.0,,100,,,,,0.06774952100022347,472.3280626573648,,,,1680630458.0,,,,,,0.04731574399920646,,,,0.0001,,,,,,,,23,0.000914353000553092,1.8049995560431853e-06,,,,,0.018754945000182488,0.0005448909996630391,0.0,0.00021778300106234383,
77.0,12.700111389160156,,2496.0,,101,,,,,0.06801697700029763,470.4707767276981,,,,1680630458.0,,,,,,0.047898631000862224,,,,0.0001,,,,,,,,23,0.000818249000076321,1.5139994502533227e-06,,,,,0.018590906000099494,0.0005622690005111508,0.0,0.00014540799929818604,
78.0,12.63683032989502,,2528.0,,102,,,,,0.06768598100097734,472.77145912294515,,,,1680630459.0,,,,,,0.04839033899952483,,,,0.0001,,,,,,,,24,0.0006089990001783008,1.5750010788906366e-06,,,,,0.017910042999574216,0.000561957000172697,0.0,0.00021306800044840202,
79.0,12.619956016540527,,2560.0,,103,,,,,0.06769780199647357,472.688906527082,,,,1680630459.0,,,,,,0.04768814300041413,,,,0.0001,,,,,,,,24,0.0009068499985005474,1.8079990695696324e-06,,,,,0.018393700000160607,0.0005499629987752996,0.0,0.00015733799955341965,
,,1247.0,,0.30891036951458745,104,204902.54336,0.0,76374.0,0.0,,,2.9,77995.0,5232.611328,1680630459.0,0.0,0.09199999999998454,3338.825728,26741.592064,,0.04772499700084154,0.4959999999999809,238.0,651.198464,,65195.0,1415.0,2.719744,5.566666666666666,0.0,0.13487039983855376,5.333333333333334,24,,2.1220002963673323e-06,4409.942016,,0.0,68.56354215958355,0.018478795998817077,0.0006823989988333778,,0.00015277099919330794,4.233333333333333
80.0,12.66097354888916,,2592.0,,105,,,,,0.0676475769978424,473.0398547906694,,,,1680630459.0,,,,,,,,,,0.0001,,,,,,,,24,0.0006064919998607365,,,,,,,,0.0,,
81.0,12.610894203186035,,2624.0,,106,,,,,0.06826716499745089,468.746578259034,,,,1680630459.0,,,,,,0.047097120999751496,,,,0.0001,,,,,,,,24,0.0009990729995479342,1.3039989426033571e-06,,,,,0.01939797799968801,0.0006192040000314591,0.0,0.00015248499948938843,
82.0,12.596094131469727,,2656.0,,107,,,,,0.06751417199666321,473.9745605053344,,,,1680630459.0,,,,,,0.048368867001045146,,,,0.0001,,,,,,,,24,0.0005988079992675921,1.948999852174893e-06,,,,,0.0178658999993786,0.0005270329984341515,0.0,0.0001516149986855453,
83.0,12.656501770019531,,2688.0,,108,,,,,0.0680981219993555,469.91016874595834,,,,1680630459.0,,,,,,0.04762653000034334,,,,0.0001,,,,,,,,24,0.0011644309997791424,1.83200063474942e-06,,,,,0.018587423001008574,0.0005628309991152491,0.0,0.00015507499847444706,
84.0,12.678189277648926,,2720.0,,109,,,,,0.06839140899865015,467.8950246606498,,,,1680630459.0,,,,,,0.04736177300037525,,,,0.0001,,,,,,,,24,0.001118614000006346,1.6049998521339148e-06,,,,,0.01908658399952401,0.0006479029998445185,0.0,0.0001749299990478903,
85.0,12.697443008422852,,2752.0,,110,,,,,0.06794385099965439,470.9771308100092,,,,1680630459.0,,,,,,0.0478205910003453,,,,0.0001,,,,,,,,24,0.001004629999442841,1.4170000213198364e-06,,,,,0.018435124999086838,0.0005272660000628093,0.0,0.00015482200069527607,
86.0,12.809724807739258,,2784.0,,111,,,,,0.06791561000136426,471.1729748044257,,,,1680630459.0,,,,,,0.04850341299970751,,,,0.0001,,,,,,,,24,0.0008864690007612808,1.5309997252188623e-06,,,,,0.017861962000097265,0.0005087000008643372,0.0,0.00015353500020864885,
87.0,12.58203125,,2816.0,,112,,,,,0.06788676200267219,471.37319642289617,,,,1680630459.0,,,,,,0.04794916799983184,,,,0.0001,,,,,,,,24,0.0006511550000141142,2.125001628883183e-06,,,,,0.018630495000252267,0.0005057449998275843,0.0,0.00014807400111749303,
88.0,12.73046875,,2848.0,,113,,,,,0.06756294700244325,473.6323890496191,,,,1680630460.0,,,,,,0.0484027740003512,,,,0.0001,,,,,,,,25,0.0005841910005983664,1.5350015019066632e-06,,,,,0.01787249900007737,0.0005368319998524385,0.0,0.00016511600006197114,
89.0,12.875732421875,,2880.0,,114,,,,,0.06781350900018879,471.8823796584677,,,,1680630460.0,,,,,,0.04719732499870588,,,,0.0001,,,,,,,,25,0.0007328070005314657,1.353000698145479e-06,,,,,0.019079896999755874,0.0006412370003090473,0.0,0.00016089000018837396,
,,1364.0,,0.14718907112113813,115,204903.30112,0.0,100542.0,0.0,,,2.9,84896.0,5232.631808,1680630460.0,0.0,0.09699999999997999,3339.10016,26741.592064,,,0.5439999999999827,252.0,651.198464,,71880.0,1561.0,2.719744,5.566666666666666,0.0,0.11848540677541008,5.366666666666667,25,,,4409.360384,,0.0,65.24721950134906,,,,0.00014977399951021653,4.433333333333334
90.0,12.743223190307617,,2912.0,,116,,,,,0.06817028300065431,469.4127498296121,,,,1680630460.0,,,,,,0.04705825099881622,,,,0.0001,,,,,,,,25,0.0007269739999173908,1.4060005923965946e-06,,,,,0.019720340000276337,0.0005135380015417468,0.0,,
91.0,12.78481674194336,,2944.0,,117,,,,,0.06768035200184386,472.81077969464764,,,,1680630460.0,,,,,,0.04815018000044802,,,,0.0001,,,,,,,,25,0.0006320379998214776,1.5330006135627627e-06,,,,,0.018259483998917858,0.00048355500075558666,0.0,0.0001535620012873551,
92.0,12.618889808654785,,2976.0,,118,,,,,0.06759104500270041,473.4354972425937,,,,1680630460.0,,,,,,0.04813305700008641,,,,0.0001,,,,,,,,25,0.0006552359991474077,1.6049998521339148e-06,,,,,0.018072983000820386,0.0005746830011048587,0.0,0.0001534810016892152,
93.0,12.626334190368652,,3008.0,,119,,,,,0.06851728900255694,467.0354076444242,,,,1680630460.0,,,,,,0.048160316999201314,,,,0.0001,,,,,,,,25,0.0006927320009708637,1.6200010577449575e-06,,,,,0.018754128001091885,0.0006356670000968734,0.0,0.00027282500013825484,
94.0,12.69580078125,,3040.0,,120,,,,,0.06793855599971721,471.01383785862623,,,,1680630460.0,,,,,,0.04669121399820142,,,,0.0001,,,,,,,,25,0.0009533440006634919,1.4390006981557235e-06,,,,,0.019565640001019347,0.0005554689996642992,0.0,0.00017144999947049655,
95.0,12.717596054077148,,3072.0,,121,,,,,0.06771412399939436,472.5749682634336,,,,1680630460.0,,,,,,0.04801569099981862,,,,0.0001,,,,,,,,25,0.0008889869986887788,1.5850000636419281e-06,,,,,0.018126229000699823,0.0005298989999573678,0.0,0.00015173300016613211,
96.0,12.575892448425293,,3104.0,,122,,,,,0.06825622300129908,468.82172193136097,,,,1680630460.0,,,,,,0.04901983700074197,,,,0.0001,,,,,,,,25,0.0006544259995280299,1.6049998521339148e-06,,,,,0.017928603001564625,0.0005060439998487709,0.0,0.00014570799976354465,
97.0,12.698837280273438,,3136.0,,123,,,,,0.06803545500042674,470.3429998344141,,,,1680630461.0,,,,,,0.048341067000365,,,,0.0001,,,,,,,,26,0.0009344890004285844,1.4289998944150284e-06,,,,,0.018068893999952707,0.0005423749989859061,0.0,0.00014720100080012344,
98.0,12.58654499053955,,3168.0,,124,,,,,0.06787435200385517,471.4593812723611,,,,1680630461.0,,,,,,0.047492232000877266,,,,0.0001,,,,,,,,26,0.0009377420010423521,1.5069999790284783e-06,,,,,0.018628551000801963,0.0006510550010716543,0.0,0.00016326500008290168,
,,1484.0,,0.33083759130876955,125,204905.918464,0.0,113935.0,0.0,,,2.9,92244.0,5232.652288,1680630461.0,0.0,0.10000000000002274,3339.108352,26741.592064,,,0.5919999999999845,262.0,651.198464,,79363.0,1606.0,2.719744,5.566666666666666,0.0,0.040869769525101476,5.366666666666667,26,,,4406.263808,,0.0,78.3682061194456,0.01814818899947568,0.0005348240010789596,,0.00015403500037791673,4.433333333333334
99.0,12.604203224182129,,3200.0,,126,,,,,0.0681182220014307,469.77150988068803,,,,1680630461.0,,,,,,0.0486822189996019,,,,0.0001,,,,,,,,26,0.0005974380001134705,1.5170007827691734e-06,,,,,,,0.0,,
100.0,12.6552734375,,3232.0,,127,,,,,0.06772581100085517,472.4934190835446,,,,1680630461.0,,,,,,0.04813137400014966,,,,0.0001,,,,,,,,26,0.0006457270010287175,1.5240002539940178e-06,,,,,0.018257386998811853,0.0005419879998953547,0.0,0.00014781100071559194,
101.0,12.744718551635742,,3264.0,,128,,,,,0.06759037699703185,473.44017627546657,,,,1680630461.0,,,,,,0.04770415699931618,,,,0.0001,,,,,,,,26,0.000681878998875618,1.6609992599114776e-06,,,,,0.018423565999910352,0.0006291110003076028,0.0,0.00015000299936218653,
102.0,12.737668991088867,,3296.0,,129,,,,,0.06830830500075535,468.4642665287353,,,,1680630461.0,,,,,,0.04650667100031569,,,,0.0001,,,,,,,,26,0.0006921779986441834,2.0229999790899456e-06,,,,,0.020180319001156022,0.0007353930013778154,0.0,0.00019172099928255193,
103.0,12.813831329345703,,3328.0,,130,,,,,0.06819823699879635,469.22034070418533,,,,1680630461.0,,,,,,0.045472036999854026,,,,0.0001,,,,,,,,26,0.0010179079999943497,1.700998836895451e-06,,,,,0.0209727159999602,0.0005809989997942466,0.0,0.00015287600035662763,
104.0,12.717483520507812,,3360.0,,131,,,,,0.06755370800055971,473.6971655165823,,,,1680630461.0,,,,,,0.04605128399998648,,,,0.0001,,,,,,,,26,0.0009594000002834946,1.4520010154228657e-06,,,,,0.01981450699895504,0.0005779130005976185,0.0,0.00014915199972165283,
105.0,12.802176475524902,,3392.0,,132,,,,,0.0687847020017216,465.21972282730945,,,,1680630461.0,,,,,,0.046603010001490475,,,,0.0001,,,,,,,,26,0.0005854049995832611,1.6760004655225202e-06,,,,,0.02091071799986821,0.000537575999260298,0.0,0.0001463170010538306,
106.0,12.695821762084961,,3424.0,,133,,,,,0.06816280199745961,469.4642688132542,,,,1680630461.0,,,,,,0.048783505999381305,,,,0.0001,,,,,,,,26,0.0008773779991315678,1.6009998944355175e-06,,,,,0.017822268999225344,0.0005168459993001306,0.0,0.00016120200052682776,
107.0,12.500739097595215,,3456.0,,134,,,,,0.06773247599994647,472.44692486991454,,,,1680630462.0,,,,,,0.047248647000742494,,,,0.0001,,,,,,,,27,0.0008908899999369169,1.4529996406054124e-06,,,,,0.018813553000654792,0.0006286239986366127,0.0,0.00014930900033505168,
,,1603.0,,0.18095925971630814,135,204902.486016,0.0,122526.0,0.0,,,2.9,99974.0,5232.664576,1680630462.0,0.0,0.10300000000000864,3339.149312,26741.592064,,0.04866094200042426,0.6359999999999673,272.0,651.198464,,87242.0,1702.0,2.719744,5.566666666666666,0.0,0.04087129603045722,5.366666666666667,27,,1.324999175267294e-06,4409.61024,,0.0,81.81071621238401,0.01814013200055342,0.0005089870010124287,,0.00014416200065170415,4.433333333333334
108.0,12.63561725616455,,3488.0,,136,,,,,0.06837125800302601,468.0329269147531,,,,1680630462.0,,,,,,,,,,0.0001,,,,,,,,27,0.0009157100012089359,,,,,,,,0.0,,
109.0,12.727396011352539,,3520.0,,137,,,,,0.06723039700045774,475.97517533299896,,,,1680630462.0,,,,,,0.04756763399927877,,,,0.0001,,,,,,,,27,0.000807664000603836,1.5830009942874312e-06,,,,,0.018134536998331896,0.0005733010002586525,0.0,0.00014567800099030137,
110.0,12.7890625,,3552.0,,138,,,,,0.06719783199696394,476.2058395194325,,,,1680630462.0,,,,,,0.04658555399873876,,,,0.0001,,,,,,,,27,0.0006633789998886641,1.51799940795172e-06,,,,,0.019075636999332346,0.0007184400001278846,0.0,0.00015330399946833495,
111.0,12.836814880371094,,3584.0,,139,,,,,0.06798699499995564,470.67825251021725,,,,1680630462.0,,,,,,0.04816016299992043,,,,0.0001,,,,,,,,27,0.0008097919999272563,1.5710011211922392e-06,,,,,0.018286517000888125,0.0005803659987577703,0.0,0.0001485859993408667,
112.0,12.772401809692383,,3616.0,,140,,,,,0.06783448000169301,471.7364974154935,,,,1680630462.0,,,,,,0.0479667760009761,,,,0.0001,,,,,,,,27,0.0008700340003997553,1.3810004020342603e-06,,,,,0.018245862000185298,0.0005949959995632526,0.0,0.00015543100016657263,
113.0,12.606069564819336,,3648.0,,141,,,,,0.0669168250005896,478.20559328267666,,,,1680630462.0,,,,,,0.04737186400052451,,,,0.0001,,,,,,,,27,0.0005525249998754589,1.3660010154126212e-06,,,,,0.018311564999748953,0.000537268000698532,0.0,0.00014223699872673023,
114.0,12.654069900512695,,3680.0,,142,,,,,0.06767882900021505,472.82141952985506,,,,1680630462.0,,,,,,0.04841416700037371,,,,0.0001,,,,,,,,27,0.0006214370005181991,1.8120008462574333e-06,,,,,0.017927524000697304,0.0005607169987342786,0.0,0.00015317199904529843,
115.0,12.682291984558105,,3712.0,,143,,,,,0.06777522899938049,472.14890266608325,,,,1680630462.0,,,,,,0.04803423999874212,,,,0.0001,,,,,,,,27,0.0008075730002019554,1.6939993656706065e-06,,,,,0.018266643000970362,0.0005240499995124992,0.0,0.00014102900058787782,
116.0,12.652751922607422,,3744.0,,144,,,,,0.06722234200242383,476.03220963122914,,,,1680630463.0,,,,,,0.04693220300032408,,,,0.0001,,,,,,,,28,0.0006463800000346964,1.4119996194494888e-06,,,,,0.01882972600105859,0.0006481630007328931,0.0,0.00016445800065412186,
117.0,12.731534004211426,,3776.0,,145,,,,,0.06785750800372625,471.5764097650445,,,,1680630463.0,,,,,,0.048124309001650545,,,,0.0001,,,,,,,,28,0.0008383580006920965,1.6430003597633913e-06,,,,,0.01823620200048026,0.0005140590001246892,0.0,0.0001429370004188968,
,,1724.0,,0.35995075662642423,146,204898.05824,0.0,131162.0,0.0,,,2.9,107519.0,5232.664576,1680630463.0,0.0,0.10700000000002774,3339.149312,26741.592064,,,0.6879999999999882,283.0,651.198464,,95421.0,1848.0,2.719744,5.566666666666666,0.0,0.044957922937812256,5.366666666666667,28,,,4414.480384,,0.0,93.46346664380613,0.018086189000314334,0.00056756000049063,,0.00014608300079999026,4.433333333333334
118.0,12.572341918945312,,3808.0,,147,,,,,0.06814084900179296,469.61551651870377,,,,1680630463.0,,,,,,0.048380280000856146,,,,0.0001,,,,,,,,28,0.0009593599988875212,1.377000444335863e-06,,,,,,,0.0,,
119.0,12.655479431152344,,3840.0,,148,,,,,0.06749697199848015,474.09534165059364,,,,1680630463.0,,,,,,0.04646805700031109,,,,0.0001,,,,,,,,28,0.0009230319992639124,1.6899994079722092e-06,,,,,0.01927233599963074,0.0006685280004603555,0.0,0.00016332899940607604,
120.0,12.693638801574707,,3872.0,,149,,,,,0.0681215289987449,469.74870456283475,,,,1680630463.0,,,,,,0.04808634999972128,,,,0.0001,,,,,,,,28,0.0010960859999613604,1.8040009308606386e-06,,,,,0.018227712000225438,0.0005638139991788194,0.0,0.00014576299872715026,
121.0,12.712273597717285,,3904.0,,150,,,,,0.0677778990011575,472.1303031162638,,,,1680630463.0,,,,,,0.04783887200028403,,,,0.0001,,,,,,,,28,0.0008012430007511284,1.5109999367268756e-06,,,,,0.018433221001032507,0.000551720999283134,0.0,0.00015133099986996967,
122.0,12.593199729919434,,3936.0,,151,,,,,0.06762494299800892,473.1981807502917,,,,1680630463.0,,,,,,0.048441184999319375,,,,0.0001,,,,,,,,28,0.0006469250001828186,1.5429995983140543e-06,,,,,0.017849427000328433,0.0005415069990704069,0.0,0.00014435599950957112,
123.0,12.731207847595215,,3968.0,,152,,,,,0.0677516799987643,472.31301128744906,,,,1680630463.0,,,,,,0.04780296299941256,,,,0.0001,,,,,,,,28,0.0008135389998642495,1.8859991541830823e-06,,,,,0.01841965700077708,0.0005536609987757402,0.0,0.00015997400078049395,
124.0,12.751256942749023,,4000.0,,153,,,,,0.06783378299951437,471.74134457795304,,,,1680630463.0,,,,,,0.04757406699900457,,,,0.0001,,,,,,,,28,0.0007912290002423106,1.498001438449137e-06,,,,,0.018681226998523925,0.0006381319999491097,0.0,0.0001476300003560027,
125.0,12.571213722229004,,4032.0,,154,,,,,0.06748928900015017,474.14931278841595,,,,1680630464.0,,,,,,0.047344272999907844,,,,0.0001,,,,,,,,29,0.0005741839995607734,1.4620000001741573e-06,,,,,0.018896663999839802,0.0005276820011204109,0.0,0.0001450239997211611,
126.0,12.656883239746094,,4064.0,,155,,,,,0.06748413300010725,474.1855392874225,,,,1680630464.0,,,,,,0.04694111699973291,,,,0.0001,,,,,,,,29,0.0007320620006794343,1.4510005712509155e-06,,,,,0.019150934000208508,0.0005162559991731541,0.0,0.0001423129997419892,
,,1829.0,,0.15618518598239237,156,204896.145408,0.0,139887.0,0.0,,,2.9,114822.0,5232.664576,1680630464.0,0.0,0.11700000000001864,3339.149312,26741.592064,,0.04805036899961124,0.7319999999999709,304.0,651.198464,,102981.0,1986.0,2.719744,5.566666666666666,0.0,0.20434102117253522,5.366666666666667,29,,1.8610007828101516e-06,4416.172032,,0.0,90.90442380715913,0.018442028998833848,0.0005953020008746535,,0.00015729600090708118,4.433333333333334
127.0,12.628800392150879,,4096.0,,157,,,,,0.06807008200121345,470.1037380773179,,,,1680630464.0,,,,,,,,,,0.0001,,,,,,,,29,0.0008232250002038199,,,,,,,,0.0,,
128.0,12.694859504699707,,4128.0,,158,,,,,0.06841344000167737,467.744349636788,,,,1680630464.0,,,,,,0.04702108600031352,,,,0.0001,,,,,,,,29,0.0010041380010079592,1.5139994502533227e-06,,,,,0.019528916000126628,0.0006838640001660679,0.0,0.00017392200061294716,
129.0,12.622138977050781,,4160.0,,159,,,,,0.0675059359982697,474.03238732694876,,,,1680630464.0,,,,,,0.04755851799927768,,,,0.0001,,,,,,,,29,0.0008188510000763927,1.4479992387350649e-06,,,,,0.018264550999447238,0.0007209060004242929,0.0,0.00014166199980536476,
130.0,12.74514102935791,,4192.0,,160,,,,,0.06816224499925738,469.46810511227494,,,,1680630464.0,,,,,,0.04799639699922409,,,,0.0001,,,,,,,,29,0.000907490000827238,1.4569995983038098e-06,,,,,0.018604462000439526,0.000508193999849027,0.0,0.00014424499931919854,
131.0,12.706597328186035,,4224.0,,161,,,,,0.06750483500036353,474.0401187533852,,,,1680630464.0,,,,,,0.048152106999623356,,,,0.0001,,,,,,,,29,0.0005676370001310715,1.4620000001741573e-06,,,,,0.018096620000505936,0.0005383019997680094,0.0,0.00014870700033497997,
