_runtime,03_hivemind/num_peers,02_timing/forward_time_s,disk/time/disk_read_time_sys_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,03_hivemind/global_epoch,02_timing/dataload_time_s,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,01_general/lr,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_five_min_percent,01_general/step,cpu/logical_core_count,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_timestamp,02_timing/step_time_s,01_general/minibatch_loss,memory/used_memory_sys_MB,disk/time/disk_write_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/opt_step_time_s,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,_step,02_timing/loss_calc_time_s,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/interrupts/soft_interrupts_count,02_timing/backward_time_s,cpu/interrupts/interrupts_count,01_general/dataset_iteration_count,process/memory/data_resident_set_proc_MB,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB
142,,,0.0,5.4375,1.53125,,,8.1,3228898.0,,0.0,,9633.026048,4939.0,3.328125,,,2403.090432,0.0,174.42933480496083,242.6335907249077,1681395562.0,,,9797.824512,0.829000000000633,2.854912,,234781.089792,0.0,673.0,1960.0,0.0040775067163372316,327,,,1.6639999999999873,,796820.0,,4737247.0,,0.0,6268.952576,41499.926528
143,,,0.0,5.4375,1.53125,,,8.1,3264510.0,,0.0,,9633.026048,4939.0,3.328125,,,2403.090432,0.0,127.58404870065004,130.53683011665532,1681395563.0,,,9813.54496,0.829000000000633,2.854912,,234765.369344,0.0,674.0,1960.0,0.004076942587911228,328,,,1.6679999999998927,,802542.0,,4758198.0,,0.0,6268.952576,41499.926528
144,,,0.0,5.4375,1.53125,,,8.1,3339201.0,,0.0,,9633.026048,4939.0,3.328125,,,2403.090432,0.0,133.28293765743064,165.00168936357227,1681395564.0,,,9821.958144,0.8299999999999272,2.854912,,234756.95616,0.0,675.0,1960.0,0.0040792010072770845,329,,,1.6720000000000255,,813208.0,,4801383.0,,0.0,6268.952576,41499.926528
145,,,0.0,5.4375,1.53125,,,8.1,3450427.0,,0.0,,9633.026048,4939.0,3.328125,,,2403.090432,0.0,296.06494871729666,128.80070912147625,1681395565.0,,,9833.332736,0.831000000000131,2.854912,,234745.5488,0.0,678.0,1960.0,0.028532707394610453,330,,,1.6799999999998363,,828018.0,,4865998.0,,0.0,6268.952576,41499.926528
146,,,0.0,5.4375,1.53125,,,8.1,3505612.0,,0.0,,9633.026048,4939.0,3.328125,,,2403.090432,0.0,89.88069815362141,74.75259402446642,1681395566.0,,,9842.593792,0.8320000000003347,2.854912,,234736.287744,0.0,679.0,1960.0,0.0040793075525998425,331,,,1.683999999999969,,839021.0,,4901772.0,,0.0,6268.952576,41499.926528
147,,,0.0,5.140625,1.53125,,,8.1,3557252.0,,0.0,,9633.026048,4939.0,3.296875,,,2403.090432,0.0,196.72624999569868,128.01582885781613,1681395567.0,,,9841.33632,0.8320000000003347,2.854912,,234737.565696,0.0,680.0,1960.0,0.00407703256705856,332,,,1.6879999999998745,,848504.0,,4933429.0,,0.0,6268.952576,41499.926528
148,,,0.0,5.140625,1.53125,,,8.1,3603789.0,,0.0,,9633.026048,4939.0,3.296875,,,2403.090432,0.0,159.12994080591685,145.48510268895816,1681395568.0,,,9845.39136,0.8330000000005384,2.854912,,234733.522944,0.0,681.0,1960.0,0.004074746587166206,333,,,1.6920000000000073,,855680.0,,4959947.0,,0.0,6268.952576,41499.926528
149,,,0.0,5.140625,1.53125,,,8.1,3631583.0,,0.0,,9633.026048,4939.0,3.296875,,,2403.090432,0.0,55.242526329567916,73.16900635152399,1681395569.0,,,9847.390208,0.8330000000005384,2.854912,,234731.524096,0.0,682.0,1960.0,0.004077423490321267,334,,,1.6959999999999127,,859690.0,,4975313.0,,0.0,6268.952576,41499.926528
150,,,0.0,5.140625,1.53125,,,8.1,3707876.0,,0.0,,9633.026048,4939.0,3.296875,,,2403.090432,0.0,201.29445620128487,64.51147770214305,1681395570.0,,,9841.856512,0.8350000000000364,2.854912,,234737.057792,0.0,685.0,1960.0,0.028536844268147826,335,,,1.7039999999999509,,869737.0,,5020381.0,,0.0,6268.952576,41499.926528
151,,,0.0,5.140625,1.53125,,,8.1,3747070.0,,0.0,,9633.026048,4939.0,3.296875,,,2403.090432,0.0,82.80962988166712,95.41980630813659,1681395571.0,,,9847.222272,0.8370000000004438,2.854912,,234731.667456,0.0,689.0,1960.0,0.06931276135425694,336,,,1.711999999999989,,877684.0,,5044698.0,,0.0,6268.952576,41499.926528
153,,,0.0,4.71875,1.53125,,,8.1,3810057.0,,0.0,,9633.026048,4939.0,3.25,,,2403.090432,0.0,15.99931716548677,192.184049930634,1681395573.0,,,9844.846592,0.8370000000004438,2.854912,,234734.05952,0.0,690.0,1960.0,0.004079108995340805,337,,,1.7159999999998945,,886628.0,,5079650.0,,0.0,6268.952576,41499.926528
154,,,0.0,4.71875,1.53125,,,8.1,3818168.0,,0.0,,9633.026048,4939.0,3.25,,,2403.090432,0.0,242.75909160296072,8.356993131308467,1681395574.0,,,9843.355648,0.8410000000003492,2.854912,,234735.550464,0.0,696.0,1960.0,0.024474485507848403,338,,,1.7239999999999327,,892343.0,,5088921.0,,0.0,6268.952576,41499.926528
155,,,0.0,4.71875,1.53125,,,8.1,3884792.0,,0.0,,9633.026048,4939.0,3.25,,,2403.090432,0.0,15.549367047885426,178.65673764921655,1681395575.0,,,9855.275008,0.842000000000553,2.854912,,234723.631104,0.0,697.0,1960.0,0.004079563284084144,339,,,1.727999999999838,,900709.0,,5124939.0,,0.0,6268.952576,41499.926528
156,,,0.0,4.71875,1.53125,,,8.1,3916197.0,,0.0,,9633.026048,4939.0,3.25,,,2403.090432,0.0,102.65775389536459,135.90995162065215,1681395576.0,,,9846.14912,0.842000000000553,2.854912,,234732.756992,0.0,698.0,1960.0,0.004077896762586982,340,,,1.731999999999971,,908388.0,,5145180.0,,0.0,6268.952576,41499.926528
157,,,0.0,4.71875,1.53125,,,8.1,3945793.0,,0.0,,9633.026048,4939.0,3.25,,,2403.090432,0.0,163.64247173815988,23.508595280740565,1681395577.0,,,9852.84608,0.8440000000000509,2.854912,,234726.060032,0.0,701.0,1960.0,0.028547296681100013,341,,,1.7439999999999145,,912689.0,,5162794.0,,0.0,6268.952576,41499.926528
158,,,0.0,4.34375,1.515625,,,8.1,3996051.0,,0.0,,9633.026048,4939.0,3.1875,,,2403.090432,0.0,73.04792791415626,189.3571183422457,1681395578.0,,,9842.806784,0.8450000000002547,2.854912,,234736.099328,0.0,702.0,1960.0,0.004077867782265277,342,,,1.7480000000000473,,922013.0,,5193359.0,,0.0,6268.952576,41499.926528
159,,,0.0,4.34375,1.515625,,,8.1,4012016.0,,0.0,,9633.026048,4939.0,3.1875,,,2403.090432,0.0,221.7983440456985,31.739141322342675,1681395579.0,,,9844.228096,0.8460000000004584,2.854912,,234734.678016,0.0,704.0,1960.0,0.016309202371995995,343,,,1.7559999999998581,,927039.0,,5205079.0,,0.0,6268.952576,41499.926528
160,,,0.0,4.34375,1.515625,,,8.1,4095172.0,,0.0,,9633.026048,4939.0,3.1875,,,2403.090432,0.0,35.635868462765984,238.7131327068546,1681395580.0,,,9848.119296,0.8470000000006621,2.854912,,234730.790912,0.0,705.0,1960.0,0.004073588137807122,344,,,1.759999999999991,,938134.0,,5251225.0,,0.0,6268.952576,41499.926528
161,,,0.0,4.34375,1.515625,,,8.1,4102612.0,,0.0,,9633.026048,4939.0,3.1875,,,2403.090432,0.0,213.3269141711696,29.74057936127905,1681395581.0,,,9844.740096,0.8470000000006621,2.854912,,234734.170112,0.0,706.0,1960.0,0.004078978306642641,345,,,1.7639999999998963,,943977.0,,5259935.0,,0.0,6268.952576,41499.926528
162,,,0.0,4.34375,1.515625,,,8.1,4188132.0,,0.0,,9633.026048,4939.0,3.1875,,,2403.090432,0.0,76.43464910207133,256.0538886674578,1681395582.0,,,9846.738944,0.8479999999999563,2.854912,,234732.171264,0.0,707.0,1960.0,0.004077019989089498,346,,,1.768000000000029,,956381.0,,5308634.0,,0.0,6268.952576,41499.926528
163,,,0.0,4.0,1.515625,,,8.1,4221392.0,,0.0,,9633.026048,4939.0,3.1406249999999996,,,2403.090432,0.0,47.49167121352605,107.29023396969099,1681395583.0,,,9850.642432,0.8490000000001601,2.854912,,234728.267776,0.0,710.0,1960.0,0.03672873348323111,347,,,1.77599999999984,,962069.0,,5327431.0,,0.0,6268.952576,41499.926528
164,,,0.0,4.0,1.515625,,,8.1,4326293.0,,0.0,,9633.026048,4939.0,3.1406249999999996,,,2403.090432,0.0,1.0477822972755033,275.32886080690423,1681395584.0,,,9886.240768,0.8500000000003638,2.854912,,234692.66944,0.0,712.0,1960.0,0.02447430536603246,348,,,1.7839999999998781,,972361.0,,5384351.0,,0.0,6268.952576,41499.926528
164,9.0,,,,,2.0,0.003981017041951418,,,5952.0,,0.0001,,,,185.0,,,,,,1681395584.0,34.18865563487634,6.915283203125,,,,34.0266371560283,,,,,,349,,,,,,,,0.0,,,
164,9.0,0.031017279252409935,,,,2.0,0.004346716217696667,,,5984.0,,0.0001,,,,186.0,,,,,,1681395584.0,0.22216137452051044,7.2757568359375,,,,0.04502225108444691,,,,,,350,0.001415145117789507,,,0.0035375067964196205,,0.1368224760517478,,0.0,,,
164,9.0,0.02449445892125368,,,,2.0,0.004586551804095507,,,6016.0,,0.0001,,,,187.0,,,,,,1681395584.0,0.46299790358170867,7.087890625,,,,0.3033657087944448,,,,,,351,0.0004634209908545017,,,0.0029973238706588745,,0.1270904392004013,,0.0,,,
165,,0.025880643166601658,0.0,4.0,1.515625,,,8.1,4414287.0,,0.0,,9633.038336,5056.0,3.1406249999999996,,,2403.090432,0.0,40.52459883841968,19.544998994093557,1681395585.0,,,9836.064768,0.8519999999998618,2.854912,,234761.936896,0.0,716.0,1964.0,0.0162549311115507,352,0.0008469806052744389,,1.7999999999999545,0.0029457323253154755,978488.0,,5432810.0,,0.0,6268.952576,41499.926528
165,9.0,,,,,2.0,0.009311188012361526,,,6048.0,,0.0001,,,,188.0,,,,,,1681395585.0,0.20932973129674792,7.08154296875,,,,0.04487411817535758,,,,,,353,,,,,,0.12547106901183724,,0.0,,,
165,9.0,0.0256047360599041,,,,2.0,0.0031593572348356247,,,6080.0,,0.0001,,,,189.0,,,,,,1681395585.0,0.20477148797363043,7.2373046875,,,,0.04479494597762823,,,,,,354,0.0006684963591396809,,,0.0046316832304000854,,0.1259122691117227,,0.0,,,
166,9.0,0.04126808000728488,,,,2.0,0.0038872151635587215,,,6112.0,,0.0001,,,,190.0,,,,,,1681395586.0,0.20448530092835426,7.01220703125,,,,0.044684082735329866,,,,,,355,0.0007576989009976387,,,0.003940565977245569,,0.10994765814393759,,0.0,,,
166,,,0.0,4.0,1.515625,,,8.1,4418800.0,,0.0,,9633.042432,5147.0,3.1406249999999996,,,2403.090432,0.0,22.94214636267256,2.387869245310717,1681395586.0,,,9830.432768,0.8540000000002692,2.854912,,234806.276096,0.0,720.0,1964.0,0.016287343155896,356,,,1.8199999999999363,0.004513070918619633,980940.0,,5436751.0,,0.0,6268.952576,41499.926528
166,9.0,0.028606020379811525,,,,2.0,0.0041891420260071754,,,6144.0,,0.0001,,,,191.0,,,,,,1681395586.0,0.2060117400251329,6.9207763671875,,,,0.04598232498392463,,,,,,357,0.0006418856792151928,,,,,0.12207929603755474,,0.0,,,
166,9.0,0.02572073880583048,,,,2.0,0.0022697849199175835,,,6176.0,,0.0001,,,,192.0,,,,,,1681395586.0,0.20285135135054588,7.190673828125,,,,0.04588623205199838,,,,,,358,0.0008335304446518421,,,0.00316874822601676,,0.12497231690213084,,0.0,,,
167,9.0,0.024780265986919403,,,,2.0,0.0026191938668489456,,,6200.0,,0.0001,,,,193.0,,,,,,1681395587.0,0.15893912687897682,7.22705078125,,,,0.03520555095747113,,,,,,359,0.0006418251432478428,,,0.004499739967286587,,0.09119255095720291,,0.0,,,
167,,,0.0,4.0,1.515625,,,8.1,4422010.0,,0.0,,9633.042432,5216.0,3.1406249999999996,,,2398.76096,0.0,1.8573199174771489,1.8896275758803012,1681395587.0,,,9833.467904,0.8580000000001746,2.854912,,234807.885824,0.0,725.0,1964.0,0.044872191408768226,360,,,1.8399999999999181,,982563.0,,5439422.0,,0.0,6264.635392,41495.109632
168,,,0.0,3.671875,1.5,,,8.0,4425037.0,,0.0,,9633.046528,5217.0,3.09375,,,2398.76096,0.0,14.470194979149655,1.8963569389165058,1681395588.0,,,9616.228352,0.8609999999998763,2.854912,,235025.125376,0.0,730.0,1964.0,0.0652266081840041,361,,,1.8479999999999563,,984354.0,,5442522.0,,0.0,6264.635392,41495.109632
168,9.0,0.025473132729530334,,,,2.0,1.0487413499504328,,,6232.0,,0.0001,,,,194.0,,,,,,1681395588.0,1.2500475430861115,7.1138916015625,,,,0.04567077709361911,,,,,,362,0.0005009621381759644,,,0.00475086597725749,,0.12491045519709587,,0.0,,,
168,9.0,0.02541931113228202,,,,2.0,0.0041198511607944965,,,6264.0,,0.0001,,,,195.0,,,,,,1681395588.0,0.2037890050560236,7.2938232421875,,,,0.04494721908122301,,,,,,363,0.0005807047709822655,,,0.003634478896856308,,0.1250874400138855,,0.0,,,
169,,0.024990191217511892,0.0,3.671875,1.5,,,8.0,4430860.0,,0.0,,9633.046528,5269.0,3.09375,,,2403.192832,0.0,178.47267597806731,2.596925188321862,1681395589.0,,,9620.86912,0.8630000000002838,2.854912,0.04539794102311134,234977.132544,0.0,734.0,1965.0,0.020378841985969006,364,0.0005703940987586975,,1.8640000000000327,0.0034592747688293457,988202.0,0.1263861209154129,5448483.0,,0.0,6269.067264,41499.930624
169,9.0,,,,,2.0,0.004829319193959236,,,6296.0,,0.0001,,,,196.0,,,,,,1681395589.0,0.20563324121758342,7.0693359375,,,,,,,,,,365,,,,,,,,0.0,,,
169,9.0,0.026240091770887375,,,,2.0,0.004275273997336626,,,6328.0,,0.0001,,,,197.0,,,,,,1681395589.0,0.20753812650218606,7.2642822265625,,,,0.04586911201477051,,,,,,366,0.0006506764329969883,,,0.0050801741890609264,,0.12542279809713364,,0.0,,,
169,9.0,0.02573402924463153,,,,2.0,0.004807926714420319,,,6360.0,,0.0001,,,,198.0,,,,,,1681395589.0,0.20636935625225306,7.17529296875,,,,0.045377109199762344,,,,,,367,0.0006201248615980148,,,0.004500390030443668,,0.12532977620139718,,0.0,,,
170,,0.026258882135152817,0.0,3.671875,1.5,,,8.0,4435166.0,,0.0,,9633.046528,5309.0,3.09375,,,2403.188736,0.0,74.36840661770596,2.4096083352061677,1681395590.0,,,9620.905984,0.8640000000004875,2.854912,,234996.191232,0.0,738.0,1965.0,0.016310518504343494,368,0.0007895100861787796,,1.8799999999998818,0.004836117848753929,990713.0,,5452377.0,,0.0,6269.063168,41499.926528
170,9.0,,,,,2.0,0.004129861015826464,,,6392.0,,0.0001,,,,199.0,,,,,,1681395590.0,0.2060085479170084,7.3038330078125,,,,0.04555907379835844,,,,,,369,,,,,,0.12443510303273797,,0.0,,,
170,9.0,0.025353250093758106,,,,2.0,0.004862588830292225,,,6424.0,,0.0001,,,,200.0,,,,,,1681395590.0,0.20700443303212523,7.0438232421875,,,,0.04579096008092165,,,,,,370,0.0005662338808178902,,,0.0046684639528393745,,0.125762936193496,,0.0,,,
171,9.0,0.025326379109174013,,,,2.0,0.0042531550861895084,,,6456.0,,0.0001,,,,201.0,,,,,,1681395591.0,0.20668838638812304,7.265625,,,,0.045805349946022034,,,,,,371,0.0005946950986981392,,,0.004623922985047102,,0.12608488416299224,,0.0,,,
171,,,0.0,3.671875,1.5,,,8.0,4439751.0,,0.0,,9633.046528,5354.0,3.09375,,,2403.188736,0.0,94.04249245857079,2.7550486704327795,1681395591.0,,,9624.469504,0.8659999999999854,2.854912,,234992.627712,0.0,742.0,1966.0,0.016300556079639122,372,,,1.8999999999998636,0.004146931227296591,994028.0,,5457291.0,,0.0,6269.063168,41499.926528
171,9.0,0.027777849696576595,,,,2.0,0.005002723075449467,,,6488.0,,0.0001,,,,202.0,,,,,,1681395591.0,0.20512627717107534,7.3009033203125,,,,0.046026214957237244,,,,,,373,0.0005256622098386288,,,,,0.12164689600467682,,0.0,,,
171,9.0,0.02519239578396082,,,,2.0,0.003953535575419664,,,6520.0,,0.0001,,,,203.0,,,,,,1681395591.0,0.20686295814812183,7.0628662109375,,,,0.04581808112561703,,,,,,374,0.0005321428179740906,,,0.004648572765290737,,0.1267182300798595,,0.0,,,
172,,0.02517823502421379,0.0,3.671875,1.5,,,8.0,4444263.0,,0.0,,9633.046528,5421.0,3.09375,,,2403.188736,0.0,82.89765914337156,2.446666548841447,1681395592.0,,,9626.279936,0.8680000000003929,2.854912,0.045914923306554556,234971.721728,0.0,745.0,1966.0,0.01223261601635576,375,0.0005774642340838909,,1.91599999999994,0.004233432933688164,996889.0,0.12647943384945393,5461614.0,,0.0,6269.063168,41499.926528
172,9.0,,,,,2.0,0.004704965744167566,,,6552.0,,0.0001,,,,204.0,,,,,,1681395592.0,0.2070884550921619,7.1298828125,,,,,,,,,,376,,,,,,,,0.0,,,
172,9.0,0.02514104498550296,,,,2.0,0.004153531976044178,,,6584.0,,0.0001,,,,205.0,,,,,,1681395592.0,0.20694078179076314,7.2764892578125,,,,0.04606077587231994,,,,,,377,0.000628654845058918,,,0.0046050832606852055,,0.12635169085115194,,0.0,,,
172,9.0,0.02723361598327756,,,,2.0,0.01075108302757144,,,6616.0,,0.0001,,,,206.0,,,,,,1681395592.0,0.2129252292215824,7.186279296875,,,,0.04458870133385062,,,,,,378,0.0008775908499956131,,,0.003857665229588747,,0.12561657279729843,,0.0,,,
173,,0.026971349958330393,0.0,3.5000000000000004,1.5,,,8.0,4449659.0,,0.0,,9633.046528,5470.0,3.0625,,,2403.188736,0.0,65.95315677557926,2.2052556909851524,1681395593.0,,,9625.296896,0.8710000000000946,2.854912,,234972.704768,0.0,751.0,1980.0,0.04882396953446863,379,0.0009082821197807789,,1.9359999999999218,0.004188403021544218,999387.0,0.12667445791885257,5465481.0,,0.0,6269.063168,41499.926528
173,9.0,,,,,2.0,0.0030208337120711803,,,6648.0,,0.0001,,,,207.0,,,,,,1681395593.0,0.2049741535447538,7.1044921875,,,,0.04321082681417465,,,,,,380,,,,,,,,0.0,,,
173,9.0,0.026957469061017036,,,,2.0,0.0034134243614971638,,,6680.0,,0.0001,,,,208.0,,,,,,1681395593.0,0.204916313290596,7.27734375,,,,0.04450496891513467,,,,,,381,0.0008544512093067169,,,0.0038171326741576195,,0.1253688670694828,,0.0,,,
174,9.0,0.026686392724514008,,,,2.0,0.0032706502825021744,,,6712.0,,0.0001,,,,209.0,,,,,,1681395594.0,0.20563793927431107,7.1282958984375,,,,0.04466164205223322,,,,,,382,0.0008259504102170467,,,0.004060078877955675,,0.12613322492688894,,0.0,,,
174,,0.02688730787485838,0.0,3.5000000000000004,1.5,,,8.0,4454462.0,,0.0,,9633.046528,5545.0,3.0625,,,2403.188736,0.0,85.97245538262474,2.4716313560654815,1681395594.0,,,9607.39328,0.873000000000502,2.854912,,235009.703936,0.0,755.0,1980.0,0.0163130313585521,383,0.0009203823283314705,,1.9519999999999982,0.0037921927869319916,1002620.0,,5471241.0,,0.0,6269.063168,41499.926528
174,9.0,,,,,2.0,0.003833064343780279,,,6744.0,,0.0001,,,,210.0,,,,,,1681395594.0,0.20571854198351502,6.936279296875,,,,0.044875246938318014,,,,,,384,,,,,,0.1254103477112949,,0.0,,,
174,9.0,0.026819514576345682,,,,2.0,0.0034348638728260994,,,6776.0,,0.0001,,,,211.0,,,,,,1681395594.0,0.2057501724921167,7.1343994140625,,,,0.044537770096212626,,,,,,385,0.0008978019468486309,,,0.004193612840026617,,0.12586660915985703,,0.0,,,
175,,0.02774432860314846,0.0,3.5000000000000004,1.5,,,8.0,4458832.0,,0.0,,9633.046528,5607.0,3.0625,,,2403.188736,0.0,87.58302401831469,2.9338968768196785,1681395595.0,,,9610.653696,0.8740000000007058,2.854912,0.04484749725088477,234987.347968,0.0,758.0,1984.0,0.012239544399087138,386,0.000891772098839283,,1.9639999999999418,0.003889945335686207,1005843.0,0.12485193507745862,5475858.0,,0.0,6269.063168,41499.930624
175,9.0,,,,,2.0,0.006954269949346781,,,6808.0,,0.0001,,,,212.0,,,,,,1681395595.0,0.20917974831536412,7.3341064453125,,,,,,,,,,387,,,,,,,,0.0,,,
175,9.0,0.02965976530686021,,,,2.0,0.003144657239317894,,,6840.0,,0.0001,,,,213.0,,,,,,1681395595.0,0.20591644756495953,7.04736328125,,,,0.0446233619004488,,,,,,388,0.0009061619639396667,,,0.004313696175813675,,0.12326880497857928,,0.0,,,
175,9.0,0.02668672287836671,,,,2.0,0.0034733046777546406,,,6872.0,,0.0001,,,,214.0,,,,,,1681395595.0,0.20604414027184248,7.362548828125,,,,0.04421753203496337,,,,,,389,0.0008878819644451141,,,0.0037061297334730625,,0.12707256898283958,,0.0,,,
176,,0.02672713389620185,0.0,3.5000000000000004,1.5,,,8.0,4463541.0,,0.0,,9633.046528,5677.0,3.0625,,,2403.18464,0.0,78.30954456519991,2.1198780220365787,1681395596.0,,,9609.60512,0.8760000000002037,2.854912,0.04407517798244953,234987.880448,0.0,762.0,1993.0,0.016313310240036953,390,0.0009513641707599163,,1.9800000000000182,0.004071368835866451,1008842.0,0.12659477721899748,5480439.0,,0.0,6269.059072,41499.926528
176,9.0,,,,,2.0,0.003193918149918318,,,6904.0,,0.0001,,,,215.0,,,,,,1681395596.0,0.20561374025419354,7.4234619140625,,,,,,,,,,391,,,,,,,,0.0,,,
176,9.0,0.027372879907488823,,,,2.0,0.0036881500855088234,,,6936.0,,0.0001,,,,216.0,,,,,,1681395596.0,0.20636632852256298,7.224853515625,,,,0.04518586630001664,,,,,,392,0.0008650110103189945,,,0.003866434097290039,,0.12538798712193966,,0.0,,,
176,9.0,0.026705882977694273,,,,2.0,0.003408363088965416,,,6968.0,,0.0001,,,,217.0,,,,,,1681395596.0,0.20631700521335006,7.2459716796875,,,,0.045169444754719734,,,,,,393,0.0008763312362134457,,,0.004368926864117384,,0.1257880562916398,,0.0,,,
177,,0.026539169251918793,0.0,3.5000000000000004,1.5,,,8.0,4467538.0,,0.0,,9633.046528,5710.0,3.0625,,,2403.18464,0.0,75.15443474566845,2.1247236801264164,1681395597.0,,,9608.646656,0.8800000000001091,2.854912,,234994.515968,0.0,769.0,1998.0,0.08155228299354267,394,0.000886180903762579,,2.0,0.0037514520809054375,1011334.0,,5484204.0,,0.0,6269.059072,41499.926528
177,9.0,,,,,2.0,0.003572657238692045,,,7000.0,,0.0001,,,,218.0,,,,,,1681395597.0,0.20561004988849163,6.9124755859375,,,,0.04517760640010238,,,,,,395,,,,,,0.1256829840131104,,0.0,,,
177,9.0,0.026654172223061323,,,,2.0,0.0032873707823455334,,,7032.0,,0.0001,,,,219.0,,,,,,1681395597.0,0.2058281754143536,7.090576171875,,,,0.045155524741858244,,,,,,396,0.0009077419526875019,,,0.004031228832900524,,0.12579213688150048,,0.0,,,
178,9.0,0.02660563075914979,,,,2.0,0.0035549658350646496,,,7064.0,,0.0001,,,,220.0,,,,,,1681395598.0,0.20594447664916515,7.309326171875,,,,0.04506220202893019,,,,,,397,0.0035171261988580227,,,0.003715441096574068,,0.12348911073058844,,0.0,,,
178,,0.026551169808954,0.0,3.4687500000000004,1.515625,,,8.0,4471651.0,,0.0,,9633.046528,5746.0,3.0625,,,2403.18464,0.0,81.20169596764885,2.244542607607208,1681395598.0,,,9610.842112,0.8820000000005166,2.854912,,235005.739008,0.0,773.0,2003.0,0.0163132870043788,398,0.0009348527528345585,,2.0239999999998872,0.004116551019251347,1013953.0,,5488111.0,,0.0,6269.059072,41499.926528
178,9.0,,,,,2.0,0.003328791819512844,,,7096.0,,0.0001,,,,221.0,,,,,,1681395598.0,0.20617593452334404,7.2152099609375,,,,0.045160484965890646,,,,,,399,,,,,,0.12608408415690064,,0.0,,,
178,9.0,0.026715273968875408,,,,2.0,0.0035520470701158047,,,7128.0,,0.0001,,,,222.0,,,,,,1681395598.0,0.20721527934074402,7.0343017578125,,,,0.04531446797773242,,,,,,400,0.0008998019620776176,,,0.004453909117728472,,0.1262797792442143,,0.0,,,
179,,0.026478928048163652,0.0,3.4687500000000004,1.515625,,,8.0,4475998.0,,0.0,,9633.046528,5768.0,3.0625,,,2403.18464,0.0,83.03121048413487,2.3685276186130997,1681395599.0,,,9612.562432,0.8830000000007203,2.854912,0.04514159495010972,234984.923136,0.0,776.0,2006.0,0.012234895503338984,401,0.0008569606579840183,,2.0399999999999636,0.004246683791279793,1017137.0,0.12652053497731686,5492834.0,,0.0,6269.059072,41499.926528
179,9.0,,,,,2.0,0.0036664288491010666,,,7160.0,,0.0001,,,,223.0,,,,,,1681395599.0,0.2069111312739551,7.1396484375,,,,,,,,,,402,,,,,,,,0.0,,,
179,9.0,0.026456397026777267,,,,2.0,0.0036288690753281116,,,7192.0,,0.0001,,,,224.0,,,,,,1681395599.0,0.2068954329006374,7.31201171875,,,,0.04532727925106883,,,,,,403,0.0008749216794967651,,,0.004179803188890219,,0.1264281626790762,,0.0,,,
179,9.0,0.026339225005358458,,,,2.0,0.003830673173069954,,,7224.0,,0.0001,,,,225.0,,,,,,1681395599.0,0.20664799539372325,7.03955078125,,,,0.04536857036873698,,,,,,404,0.0008818209171295166,,,0.0038174232468008995,,0.12641028268262744,,0.0,,,
180,,0.026386176235973835,0.0,3.4687500000000004,1.515625,,,8.0,4479958.0,,0.0,,9633.046528,5823.0,3.0625,,,2403.18464,0.0,71.80170032205073,2.090866958441294,1681395600.0,,,9610.510336,0.8850000000002183,2.854912,,234986.975232,0.0,780.0,2008.0,0.016311439981333945,405,0.0009325919672846794,,2.05600000000004,0.0038706446066498756,1019862.0,0.1261528772301972,5496764.0,,0.0,6269.059072,41499.926528
180,9.0,,,,,2.0,0.0033707227557897568,,,7256.0,,0.0001,,,,226.0,,,,,,1681395600.0,0.20662368601188064,7.025634765625,,,,0.0459106732159853,,,,,,406,,,,,,,,0.0,,,
180,9.0,0.02624375279992819,,,,2.0,0.0035724369809031487,,,7288.0,,0.0001,,,,227.0,,,,,,1681395600.0,0.20677910977974534,7.1424560546875,,,,0.04511502431705594,,,,,,407,0.0009206030517816544,,,0.0041403514333069324,,0.12678694119676948,,0.0,,,
181,9.0,0.026398575864732265,,,,2.0,0.003731102216988802,,,7320.0,,0.0001,,,,228.0,,,,,,1681395601.0,0.2071441994048655,7.147216796875,,,,0.04534571012482047,,,,,,408,0.0008930619806051254,,,0.004213322885334492,,0.12656242633238435,,0.0,,,
181,,0.025574996136128902,0.0,3.4687500000000004,1.515625,,,8.0,4484187.0,,0.0,,9633.046528,5875.0,3.0625,,,2403.180544,0.0,74.73380021241684,2.5629073397472713,1681395601.0,,,9610.543104,0.8870000000006257,2.854912,,235006.554112,0.0,784.0,2008.0,0.016308780538350637,409,0.0007477677427232265,,2.076000000000022,0.003915846347808838,1022485.0,,5500767.0,,0.0,6269.054976,41499.926528
181,9.0,,,,,2.0,0.0042405929416418076,,,7352.0,,0.0001,,,,229.0,,,,,,1681395601.0,0.20686180097982287,7.180419921875,,,,0.04519116599112749,,,,,,410,,,,,,0.1271914318203926,,0.0,,,
