_runtime,02_timing/dataload_time_s,memory/total_memory_sys_MB,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,01_general/lr,01_general/step,01_general/step_based_sps,02_timing/opt_step_time_s,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/data_resident_set_proc_MB,process/memory/lib_memory_proc_MB,01_general/dataset_iteration_count,process/memory/dirty_pages_proc_count,process/memory/virtual_memory_size_proc_MB,_step,02_timing/forward_time_s,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,memory/used_memory_sys_percent,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,_timestamp,02_timing/backward_time_s,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/step_time_s,01_general/minibatch_loss,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,process/memory/shared_memory_proc_MB,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,cpu/logical_core_count,cpu/interrupts/interrupts_count,01_general/locally_processed_samples
177,0.002785421999760729,,,,,0.0001,506.0,188.10883739872338,1.948999852174893e-06,,,,,,,0.0,,,684,0.01723716299966327,,,,,,0.0025614340001993696,,,1680626926.0,0.1470574109998779,0.00047090400039451197,,,,0.17011428299974796,7.091064453125,,,,,,,,16224.0
178,0.002843880999535031,,,,,0.0001,507.0,186.4911520740115,1.5759997040731832e-06,,,,,,,0.0,,,685,0.01751230799982295,,,,,,0.0028903390002597007,,,1680626927.0,0.1478909070001464,0.0004508989995883894,,,,0.17158990999905654,7.1729736328125,,,,,,,,16256.0
178,,,3592.0,620065.0,3298.0,,,,2.0349998521851376e-06,4402.057216,0.0,0.016347763916129403,85.83781383072291,0.0,5528.276992,,0.0,27130.49088,686,0.01739568799985136,0.0,1137.0,3836.387328,3.0,0.4449999999999932,0.0028791919994546333,4.733333333333333,3.6666666666666665,1680626927.0,0.14713068200035195,0.0006993619999775547,3.184000000000026,0.0,2.719744,,,204813.594624,603662.0,869.904384,0.07148155558996493,4.233333333333333,,452151.0,
178,0.0030366510000021663,,,,,0.0001,508.0,186.97747464889508,,,,,,,,0.0,,,687,,,,,,,,,,1680626927.0,,,,,,0.17114360999948985,7.2984619140625,,,,,,,,16288.0
178,0.003000890999828698,,,,,0.0001,509.0,187.01988707654442,1.6329995560226962e-06,,,,,,,0.0,,,688,0.017335470000034547,,,,,,0.002679671999430866,,,1680626927.0,0.14759942199998477,0.00048771000001579523,,,,0.1711047979988507,7.427490234375,,,,,,,,16320.0
179,0.002923521999946388,,,,,0.0001,510.0,186.68376970162376,1.7019992810674012e-06,,,,,,,0.0,,,689,0.017442092999772285,,,,,,0.0025895979997585528,,,1680626928.0,0.14801267799975903,0.00044327300020086113,,,,0.1714128659987182,7.402099609375,,,,,,,,16352.0
179,,,3607.0,623862.0,3315.0,,,,,4398.534656,0.0,0.05721835792127766,91.00021054231725,0.0,5528.276992,,0.0,27130.49088,690,0.017977390999476484,0.0,1143.0,3836.370944,3.0,0.44700000000000273,0.002637855999637395,4.733333333333333,3.6666666666666665,1680626928.0,,0.0005210669996813522,3.2040000000000077,0.0,2.719744,,,204817.231872,607304.0,869.888,0.41570318435097414,4.233333333333333,,454741.0,
179,0.0027821860003314214,,,,,0.0001,511.0,125.67949354651512,0.08246188299926871,,,,,,,0.0,,,691,,,,,,,,,,1680626928.0,0.1482355380003355,,,,,0.25461592099873087,7.0313720703125,,,,,,,,16384.0
179,0.0027022220001526875,,,,,0.0001,512.0,187.6854783412386,1.8379996618023142e-06,,,,,,,0.0,,,692,0.021894406000683375,,,,,,0.0032535379996261327,,,1680626928.0,0.14216150599986577,0.00048449699988850625,,,,0.17049800699987827,7.1396484375,,,,,,,,16416.0
180,0.00286080200021388,,,,,0.0001,513.0,186.5513107987407,1.6939993656706065e-06,,,,,,,0.0,,,693,0.017554955999912636,,,,,,0.002897051000218198,,,1680626929.0,0.1477721669998573,0.0004479059998629964,,,,0.17153457599943067,7.3045654296875,,,,,,,,16448.0
180,,,3628.0,626963.0,3331.0,,,,,4406.837248,0.0,0.08173512519223534,89.60192346464403,0.0,5528.539136,,0.0,28238.04928,694,0.017415878000065277,0.0,1152.0,3836.854272,3.0,0.44999999999998863,0.002700820000427484,4.733333333333333,3.6666666666666665,1680626929.0,,0.0004609100005836808,3.2240000000000464,0.0,2.719744,,,204828.196864,610868.0,869.904384,0.07898135388748086,4.233333333333333,,456940.0,
180,0.0030612509999627946,,,,,0.0001,514.0,186.8938284824136,1.6320000213454477e-06,,,,,,,0.0,,,695,,,,,,,,,,1680626929.0,0.14757971600010933,,,,,0.1712202070011699,6.8782958984375,,,,,,,,16480.0
180,0.002957425000204239,,,,,0.0001,515.0,186.40805547226378,1.4769993867957965e-06,,,,,,,0.0,,,696,0.017480849999628845,,,,,,0.0026176370001849136,,,1680626929.0,0.14814991099956387,0.0004591009992509498,,,,0.17166640099821961,7.2166748046875,,,,,,,,16512.0
181,0.002782548000141105,,,,,0.0001,516.0,187.56935010178736,1.6050007616286166e-06,,,,,,,0.0,,,697,0.017492775000391703,,,,,,0.0026298600005247863,,,1680626930.0,0.14722240500032058,0.0004743729996334878,,,,0.1706035660017733,7.1485595703125,,,,,,,,16544.0
181,,,3648.0,630286.0,3347.0,,,,,4407.93088,0.0,0.016347717248377875,86.82508106786464,0.0,5528.539136,,0.0,28238.04928,698,0.017280903999562724,0.0,1156.0,3836.882944,3.0,0.450999999999965,0.002809669000271242,4.733333333333333,3.6666666666666665,1680626930.0,,0.0004693139999289997,3.240000000000009,0.0,2.719744,,,204827.15648,614104.0,869.888,0.06499973707774986,4.233333333333333,,459231.0,
181,0.002809319999869331,,,,,0.0001,517.0,186.93030288443165,1.8900000213761814e-06,,,,,,,0.0,,,699,,,,,,,,,,1680626930.0,0.1478157010005816,,,,,0.17118679800023529,7.379150390625,,,,,,,,16576.0
181,0.0029938739999124664,,,,,0.0001,518.0,187.98677228694953,1.787000655895099e-06,,,,,,,0.0,,,700,0.017398156999661296,,,,,,0.002779316000669496,,,1680626930.0,0.1465851789998851,0.00046642999950563535,,,,0.1702247430002899,7.175537109375,,,,,,,,16608.0
182,0.0030775649993302068,,,,,0.0001,519.0,186.66438485100227,1.4389997886610217e-06,,,,,,,0.0,,,701,0.017531771999529155,,,,,,0.0027892170000995975,,,1680626931.0,0.14753477100020973,0.0004959030002282816,,,,0.17143066699918563,7.3375244140625,,,,,,,,16640.0
182,,,3664.0,633131.0,3369.0,,,,,4397.031424,0.0,0.016347837807280902,76.5600455366195,0.0,5528.539136,,0.0,28238.04928,702,0.017122987000220746,0.0,1160.0,3836.899328,3.0,0.45299999999997453,0.0025185909998981515,4.733333333333333,3.6666666666666665,1680626931.0,,0.0005218109999987064,3.2600000000000477,0.0,2.719744,,,204838.055936,617212.0,869.904384,0.08137200126165547,4.233333333333333,,461329.0,
182,0.003725501000189979,,,,,0.0001,520.0,185.70679990635537,1.5729992810520343e-06,,,,,,,0.0,,,703,,,,,,,,,,1680626931.0,0.14842417500040028,,,,,0.17231463799998892,7.0877685546875,,,,,,,,16672.0
182,0.002604176000204461,,,,,0.0001,521.0,187.64103495912673,1.7700003809295595e-06,,,,,,,0.0,,,704,0.01689407600042614,,,,,,0.0024779999994279933,,,1680626931.0,0.1480244220001623,0.0005359460001272964,,,,0.17053839000072912,7.2218017578125,,,,,,,,16704.0
183,0.002603746999739087,,,,,0.0001,522.0,188.2717867275955,1.8390001059742644e-06,,,,,,,0.0,,,705,0.017039000000295346,,,,,,0.002625326999805111,,,1680626932.0,0.14717080399987026,0.0005263319999357918,,,,0.16996704899975157,7.206298828125,,,,,,,,16736.0
183,,,3674.0,634907.0,3419.0,,,,,4395.585536,0.0,0.0817291760078305,35.72361531886894,0.0,5528.539136,,0.0,28238.04928,706,,0.0,1167.0,3836.882944,2.9,0.45599999999996044,0.0026812559999598307,4.633333333333333,3.6666666666666665,1680626932.0,,,3.2800000000000296,0.0,2.719744,,,204858.830848,620034.0,869.888,0.05577377753563507,4.233333333333333,,462830.0,
183,0.0034516249997977866,,,,,0.0001,523.0,186.5742749308647,1.7909997040987946e-06,,,,,,,0.0,,,707,0.017736658999638166,,,,,,,,,1680626932.0,0.14719271000012668,0.0004494220002015936,,,,0.17151346299942816,7.124755859375,,,,,,,,16768.0
183,0.0028802830001950497,,,,,0.0001,524.0,185.2247062215447,1.7610000213608146e-06,,,,,,,0.0,,,708,0.01680598899929464,,,,,,0.0025386520001120516,,,1680626932.0,0.15006386599998223,0.00047257899950636784,,,,0.1727631299991117,6.9493408203125,,,,,,,,16800.0
184,,,3704.0,640902.0,3427.0,,,,1.8300006559002213e-06,4396.609536,0.0,0.012260773349040115,140.948190129712,0.0,5528.539136,,0.0,28238.04928,709,0.017133053000179643,0.0,1170.0,3836.882944,3.0,0.45599999999996044,0.002523010000004433,4.633333333333333,3.6666666666666665,1680626933.0,0.14855449500009854,0.00047262400039471686,3.29200000000003,0.0,2.719744,,,204819.1488,624106.0,869.888,0.40090972757286547,4.233333333333333,,467267.0,
184,0.0011615670000537648,,,,,0.0001,525.0,188.4053254892975,,,,,,,,0.0,,,710,,,,,,,,,,1680626933.0,,,,,,0.169846579001387,7.363525390625,,,,,,,,16832.0
184,0.00345988099979877,,,,,0.0001,526.0,187.57056060196794,1.9989993234048598e-06,,,,,,,0.0,,,711,0.01701161700020748,,,,,,0.0027927009996346897,,,1680626933.0,0.14688373599983606,0.00045253100051922956,,,,0.17060246499931964,7.14404296875,,,,,,,,16864.0
184,0.0029084089992466033,,,,,0.0001,527.0,188.11587594723903,1.7100001059588976e-06,,,,,,,0.0,,,712,0.01706351699976949,,,,,,0.00275262000013754,,,1680626933.0,0.14692344700051763,0.0004582149995258078,,,,0.17010791799930303,6.9952392578125,,,,,,,,16896.0
185,,,3727.0,643420.0,3436.0,,,,1.817000338633079e-06,4405.854208,0.0,0.061304610532141326,100.72478420489558,0.0,5528.539136,,0.0,28257.325056,713,0.01677979000032792,0.0,1179.0,3836.862464,3.0,0.4590000000000032,0.002483106999534357,4.633333333333333,3.6666666666666665,1680626934.0,0.15062072500040813,0.0004434200000105193,3.312000000000012,0.0,2.719744,,,204809.904128,626475.0,869.86752,0.06421817600132859,4.233333333333333,,469410.0,
185,0.0032559979999859934,,,,,0.0001,528.0,184.34787776383263,,,,,,,,0.0,,,714,,,,,,,,,,1680626934.0,,,,,,0.17358485700060555,6.94384765625,,,,,,,,16928.0
185,0.00260035599967523,,,,,0.0001,529.0,186.9639644553372,1.7089996617869474e-06,,,,,,,0.0,,,715,0.016833256000609254,,,,,,0.002427749999696971,,,1680626934.0,0.14884666099987953,0.0004462449996935902,,,,0.17115597699921636,7.279296875,,,,,,,,16960.0
186,0.00303909800004476,,,,,0.0001,530.0,188.3808227360592,2.219999259978067e-06,,,,,,,0.0,,,716,0.01700494400029129,,,,,,0.0026296940004613134,,,1680626935.0,0.146736394999607,0.00045632000001205597,,,,0.1698686709996764,7.045654296875,,,,,,,,16992.0
186,,,3755.0,646888.0,3440.0,,,,2.1619998733513057e-06,4406.652928,0.0,0.01634859230579901,91.25519201875629,0.0,5528.539136,,0.0,28238.04928,717,0.016867784999703872,0.0,1183.0,3836.882944,3.0,0.45999999999997954,0.0027722860004359973,4.633333333333333,3.6666666666666665,1680626935.0,0.14925377700001263,0.0005111270002089441,3.3320000000000505,0.0,2.719744,,,204808.609792,629459.0,869.888,0.0757798763701402,4.233333333333333,,471945.0,
186,0.002897017000577762,,,,,0.0001,531.0,185.71809940141716,,,,,,,,0.0,,,718,,,,,,,,,,1680626935.0,,,,,,0.17230415400081256,7.4385986328125,,,,,,,,17024.0
186,0.0033995499998127343,,,,,0.0001,532.0,185.3513717825705,1.9769995560636744e-06,,,,,,,0.0,,,719,0.016849150000780355,,,,,,0.002713292999942496,,,1680626935.0,0.14923342899965064,0.00044766800056095235,,,,0.17264506700030324,7.3194580078125,,,,,,,,17056.0
187,0.002995975999510847,,,,,0.0001,533.0,186.70423156000786,1.6879994291230105e-06,,,,,,,0.0,,,720,0.01675564699962706,,,,,,0.0024784919996818644,,,1680626936.0,0.14871424200009642,0.00044803499986301176,,,,0.17139407999820833,7.0675048828125,,,,,,,,17088.0
187,,,3785.0,650163.0,3443.0,,,,2.0470006347750314e-06,4415.40608,0.0,0.016347763916129403,91.13080949542577,0.0,5528.539136,,0.0,28238.04928,721,0.01736743000037677,0.0,1187.0,3836.899328,3.0,0.4619999999999891,0.0025220859997716616,4.633333333333333,3.6666666666666665,1680626936.0,0.1478071009996711,0.00048470000001543667,3.348000000000013,0.0,2.719744,,,204800.352256,631788.0,869.904384,0.06974141275178931,4.233333333333333,,474461.0,
187,0.0030786179995629936,,,,,0.0001,534.0,186.84824049270833,,,,,,,,0.0,,,722,,,,,,,,,,1680626936.0,,,,,,0.17126198200003273,7.364013671875,,,,,,,,17120.0
187,0.0029762029998892103,,,,,0.0001,535.0,187.32184777579343,2.028000380960293e-06,,,,,,,0.0,,,723,0.0169334339998386,,,,,,0.0026418440002089483,,,1680626936.0,0.14782894200016017,0.0004465279998839833,,,,0.17082897900036187,7.1876220703125,,,,,,,,17152.0
188,0.0030875710008331225,,,,,0.0001,536.0,186.72217994867776,1.4409997675102204e-06,,,,,,,0.0,,,724,0.016765063999628183,,,,,,0.0027666509995469823,,,1680626937.0,0.14830650000021706,0.0004503780000959523,,,,0.1713776050000888,7.1021728515625,,,,,,,,17184.0
188,,,3812.0,653274.0,3446.0,,,,1.491000148234889e-06,4410.155008,0.0,0.06130528139391813,75.64447496046135,0.0,5528.539136,,0.0,28238.04928,725,0.016876016999958665,0.0,1193.0,3836.882944,3.0,0.46399999999999864,0.0026679439997678855,4.533333333333333,3.6666666666666665,1680626937.0,0.14786805299991101,0.00044472999979916494,3.372000000000014,0.0,2.719744,,,204805.603328,634645.0,869.888,0.06629431796802847,4.233333333333333,,476819.0,
188,0.004112295999220805,,,,,0.0001,537.0,186.07839269986448,,,,,,,,0.0,,,726,,,,,,,,,,1680626937.0,,,,,,0.17197053099880577,7.1573486328125,,,,,,,,17216.0
188,0.003295673000138777,,,,,0.0001,538.0,187.87579488864188,1.6340000001946464e-06,,,,,,,0.0,,,727,0.01711436300047353,,,,,,0.0025115839998761658,,,1680626937.0,0.14694295099980081,0.00045908900028734934,,,,0.17032529400057683,7.21875,,,,,,,,17248.0
189,0.0028455050005504745,,,,,0.0001,539.0,186.12130425640493,1.8079999790643342e-06,,,,,,,0.0,,,728,0.017022031999658793,,,,,,0.0028399120001267875,,,1680626938.0,0.14877649400023074,0.00044513100056065014,,,,0.1719308820011065,7.3291015625,,,,,,,,17280.0
189,,,3837.0,658425.0,3452.0,,,,,4411.1872,0.0,0.01634692782595753,97.6328086528165,0.0,5528.539136,,0.0,28238.04928,729,0.016799168000034115,0.0,1197.0,3836.899328,3.0,0.464999999999975,0.002589608999187476,4.533333333333333,3.6666666666666665,1680626938.0,,0.00044571899979928276,3.391999999999996,0.0,2.719744,,,204804.07552,637349.0,869.904384,0.4243256982590518,4.233333333333333,,480175.0,
189,0.0030201629997463897,,,,,0.0001,540.0,185.01268762237385,1.5679997886763886e-06,,,,,,,0.0,,,730,,,,,,,,,,1680626938.0,0.15010488400002941,,,,,0.17296111099858535,7.1387939453125,,,,,,,,17312.0
189,0.002855784000530548,,,,,0.0001,541.0,188.49919076762126,1.6469994079670869e-06,,,,,,,0.0,,,731,0.016821870999592647,,,,,,0.0027363609997337335,,,1680626938.0,0.14684920600029727,0.0004971329999534646,,,,0.16976200199951563,7.14013671875,,,,,,,,17344.0
190,0.0033106370001405594,,,,,0.0001,542.0,185.93296064009724,1.7760003174771555e-06,,,,,,,0.0,,,732,0.01695908099918597,,,,,,0.002743021999776829,,,1680626939.0,0.1486399409996011,0.0004505850001805811,,,,0.1721050419992025,7.5416259765625,,,,,,,,17376.0
190,,,3863.0,661548.0,3463.0,,,,,4411.633664,0.0,0.06947064235811094,77.2982533722239,0.0,5528.539136,,0.0,28238.04928,733,0.01698965700052213,0.0,1205.0,3836.882944,3.0,0.46699999999998454,0.0025003049995575566,4.533333333333333,3.6666666666666665,1680626939.0,,0.0004856989999098005,3.4120000000000346,0.0,2.719744,,,204813.04576,640793.0,869.888,0.07634268085538391,4.233333333333333,,482467.0,
190,0.0031488569993598503,,,,,0.0001,543.0,184.63733160437252,1.8619994079926983e-06,,,,,,,0.0,,,734,,,,,,,,,,1680626939.0,0.1501863499997853,,,,,0.17331272999854264,7.0482177734375,,,,,,,,17408.0
190,0.002889743999730854,,,,,0.0001,544.0,187.25568801727636,1.544999577163253e-06,,,,,,,0.0,,,735,0.016642139999930805,,,,,,0.002493031000085466,,,1680626939.0,0.14841496999997617,0.00044790499941882445,,,,0.17088933499871928,7.267822265625,,,,,,,,17440.0
191,0.0029065560001981794,,,,,0.0001,545.0,186.87115338434916,1.5920004443614744e-06,,,,,,,0.0,,,736,0.017010104000291904,,,,,,0.002597142999547941,,,1680626940.0,0.1482778279996637,0.0004477600004975102,,,,0.1712409830006436,7.3746337890625,,,,,,,,17472.0
191,,,3887.0,665067.0,3487.0,,,,,4412.039168,0.0,0.016346538975946585,81.84682531808586,0.0,5528.539136,,0.0,28238.04928,737,0.01693955199971242,0.0,1209.0,3836.899328,3.0,0.4679999999999609,0.002723460999732197,4.533333333333333,3.6666666666666665,1680626940.0,,0.00045722100003331434,3.4279999999999973,0.0,2.719744,,,204823.048192,644480.0,869.904384,0.0750041146169986,4.233333333333333,,484912.0,
191,0.0032982370003082906,,,,,0.0001,546.0,184.3928455000754,1.633000465517398e-06,,,,,,,0.0,,,738,,,,,,,,,,1680626940.0,0.15012242099965079,,,,,0.17354252499990253,7.5313720703125,,,,,,,,17504.0
191,0.0029692560001421953,,,,,0.0001,547.0,187.1487765721716,2.0330007828306407e-06,,,,,,,0.0,,,739,0.016734592000830162,,,,,,0.0027586530004555243,,,1680626940.0,0.14808944499964127,0.00043297900083416607,,,,0.17098695800268615,7.21044921875,,,,,,,,17536.0
192,0.003439554000578937,,,,,0.0001,548.0,187.0229574012563,1.5460000213352032e-06,,,,,,,0.0,,,740,0.01686343300025328,,,,,,0.0024843789997248678,,,1680626941.0,0.147867437000059,0.00044563999927049736,,,,0.17110198899990792,7.2763671875,,,,,,,,17568.0
192,,,3911.0,668301.0,3494.0,,,,,4412.305408,0.0,0.07356460510814655,56.115098335026936,0.0,5528.539136,,0.0,28238.04928,741,0.018181722999543126,0.0,1216.0,3836.882944,3.0,0.47100000000000364,0.0024665609998919535,4.533333333333333,3.6666666666666665,1680626941.0,,0.0004553700000542449,3.448000000000036,0.0,2.719744,,,204842.053632,647328.0,869.888,0.17249686592040306,4.233333333333333,,487508.0,
192,0.003088224000748596,,,,,0.0001,549.0,185.36727849985022,1.9030003386433236e-06,,,,,,,0.0,,,742,,,,,,,,,,1680626941.0,0.1484364709995134,,,,,0.17263025200008997,7.12158203125,,,,,,,,17600.0
192,0.002877384999919741,,,,,0.0001,550.0,187.35499126217837,1.7720003597787581e-06,,,,,,,0.0,,,743,0.01702300400029344,,,,,,0.002621239999825775,,,1680626941.0,0.1478062959995441,0.00046906199986551655,,,,0.17079875899980834,7.1614990234375,,,,,,,,17632.0
193,0.003295434999927238,,,,,0.0001,551.0,188.15679842082733,2.200000380980782e-06,,,,,,,0.0,,,744,0.01709057800053415,,,,,,0.002584531000138668,,,1680626942.0,0.14663793399995484,0.0004602429999067681,,,,0.17007092100084265,7.0460205078125,,,,,,,,17664.0
193,,,3929.0,673612.0,3507.0,,,,,4416.098304,0.0,0.016348541743956356,154.72346922472906,0.0,5528.539136,,0.0,28238.04928,745,0.016839370000525378,0.0,1220.0,3836.882944,3.0,0.47199999999998,0.0028597509999599424,4.433333333333334,3.6333333333333337,1680626942.0,,0.0004449660000318545,3.4639999999999986,0.0,2.719744,,,204819.038208,650806.0,869.888,0.26142499694125026,4.233333333333333,,491335.0,
193,0.002624065000418341,,,,,0.0001,552.0,186.98875120572566,1.8760001694317907e-06,,,,,,,0.0,,,746,,,,,,,,,,1680626942.0,0.1483632609997585,,,,,0.17113328900086344,7.48193359375,,,,,,,,17696.0
193,0.0031911699998090626,,,,,0.0001,553.0,186.44780041176648,1.577999682922382e-06,,,,,,,0.0,,,747,0.016934355999183026,,,,,,0.0024222420006481116,,,1680626942.0,0.14862208999966242,0.0004583709996950347,,,,0.17162980699868058,7.2657470703125,,,,,,,,17728.0
194,0.003115140999398136,,,,,0.0001,554.0,187.15495097041634,1.621000592422206e-06,,,,,,,0.0,,,748,0.017110468999817385,,,,,,0.0025382730000274023,,,1680626943.0,0.14775464800004556,0.0004611650001606904,,,,0.1709813170000416,7.39111328125,,,,,,,,17760.0
194,,,3953.0,675358.0,3516.0,,,,,4416.43008,0.0,0.016344843806038473,56.71408604066505,0.0,5528.539136,,0.0,28238.04928,749,,0.0,1224.0,3836.899328,3.0,0.47399999999998954,0.0025857999999061576,4.433333333333334,3.6333333333333337,1680626943.0,,,3.4840000000000373,0.0,2.719744,,,204818.649088,653159.0,869.904384,0.051516585328632916,4.233333333333333,,492908.0,
194,0.002834712000549189,,,,,0.0001,555.0,186.2305756492682,1.8869995983550325e-06,,,,,,,0.0,,,750,0.017512267999336473,,,,,,,,,1680626943.0,0.14845815500029858,0.00043717900007322896,,,,0.17183000099976198,7.2451171875,,,,,,,,17792.0
194,0.003137435000098776,,,,,0.0001,556.0,187.451716171736,1.7909997040987946e-06,,,,,,,0.0,,,751,0.01704182200046489,,,,,,0.0025587700001779012,,,1680626943.0,0.1475245490000816,0.00044625999998970656,,,,0.17071062700051698,7.368896484375,,,,,,,,17824.0
195,,,3987.0,678849.0,3521.0,,,,1.4550005289493129e-06,4416.434176,0.0,0.0613075128683104,108.60985927032947,0.0,5528.539136,,0.0,28238.04928,752,0.01706575400021393,0.0,1231.0,3836.899328,3.0,0.4759999999999991,0.0027201489992876304,4.433333333333334,3.6333333333333337,1680626944.0,0.14658645400049863,0.0004570500004774658,3.5,0.0,2.719744,,,204799.26272,655223.0,869.904384,0.06144321960490922,4.233333333333333,,495507.0,
195,0.003187615999195259,,,,,0.0001,557.0,188.21483627186691,,,,,,,,0.0,,,753,,,,,,,,,,1680626944.0,,,,,,0.17001847800020187,7.196044921875,,,,,,,,17856.0
195,0.0029847989999325364,,,,,0.0001,558.0,184.3522820014692,1.8360005924478173e-06,,,,,,,0.0,,,754,0.01667386600001919,,,,,,0.0026277970000592177,,,1680626944.0,0.1508471990000544,0.0004452129996934673,,,,0.17358071000035125,7.1170654296875,,,,,,,,17888.0
196,0.0030561659996237722,,,,,0.0001,559.0,186.390214098079,1.531000634713564e-06,,,,,,,0.0,,,755,0.016919632000281126,,,,,,0.002460472999700869,,,1680626945.0,0.1487861650002742,0.00045886600037192693,,,,0.1716828330008866,7.3017578125,,,,,,,,17920.0
196,,,4012.0,682259.0,3529.0,,,,1.529999281046912e-06,4433.514496,0.0,0.016346542864355124,92.97752349386487,0.0,5528.539136,,0.0,28238.04928,756,0.016745408999668143,0.0,1235.0,3836.882944,3.0,0.47699999999997544,0.002555093999944802,4.433333333333334,3.6333333333333337,1680626945.0,0.14684189499985223,0.00044790100037062075,3.5200000000000387,0.0,2.719744,,,204782.731264,658313.0,869.888,0.08022417104821164,4.233333333333333,,498013.0,
196,0.002890769000259752,,,,,0.0001,560.0,188.80994496035342,,,,,,,,0.0,,,757,,,,,,,,,,1680626945.0,,,,,,0.1694825979993766,7.195068359375,,,,,,,,17952.0
196,0.002922641999248299,,,,,0.0001,561.0,186.30157581687664,1.6860003597685136e-06,,,,,,,0.0,,,758,0.01731484799984173,,,,,,0.002629511000122875,,,1680626945.0,0.14843385699987266,0.000461971999357047,,,,0.17176451599880238,7.32568359375,,,,,,,,17984.0
197,0.003286694000053103,,,,,0.0001,562.0,184.75171788296328,1.966999661817681e-06,,,,,,,0.0,,,759,0.017531542000142508,,,,,,0.0027911139995921985,,,1680626946.0,0.14906612100003258,0.0005279879997033277,,,,0.17320542599918554,6.992431640625,,,,,,,,18016.0
