03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_6_samples_accumulated,04_peers/peer_7_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_6_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
30138,1712.7290398043158,8,29856,67,1.54,173,3,1.12,1712.7290398043158,1683051844,0,3424.0,217.29,3360.0,3.0,3.0,0.0,3.0,3424.0,0.0,213.45,217.38,0.0,218.55,3456.0,3.0,215.17,3424.0,3.0,0.0,0.0,3.0,3424.0,216.08,214.18,3392.0,3.0,0.0,0.0,217.36,3488.0,3.0,0.0,,,,,,,
32558,1722.6107736152726,8,32160,68,0.12,174,3,0.5,1722.6107736152726,1683051845,0,3744.0,217.14,3680.0,3.0,3.0,0.0,3.0,3744.0,0.0,213.52,217.48,0.0,210.28,3776.0,3.0,215.67,3744.0,3.0,0.0,0.0,3.0,3712.0,211.48,215.06,3680.0,3.0,0.0,0.0,212.1,3776.0,3.0,0.0,,,,,,,
34967,1720.4782111247982,8,32928,69,0.0,175,3,0.5,1720.4782111247982,1683051846,0,4032.0,216.99,3968.0,3.0,3.0,0.0,3.0,4032.0,0.0,213.37,217.4,0.0,214.92,4064.0,3.0,215.93,4032.0,3.0,0.0,0.0,3.0,4000.0,214.13,215.11,3968.0,3.0,0.0,0.0,214.77,4064.0,3.0,0.0,,,,,,,
37374,1720.4782111247982,8,32928,70,0.0,177,3,0.5,1720.4782111247982,1683051848,0,4128.0,216.94,4064.0,3.0,3.0,0.0,3.0,4128.0,0.0,213.19,217.17,0.0,215.78,4160.0,3.0,215.97,4128.0,3.0,0.0,0.0,3.0,4096.0,212.96,215.01,4064.0,3.0,0.0,0.0,213.45,4160.0,3.0,0.0,,,,,,,
39768,1720.4782111247982,8,32928,71,0.0,178,3,0.5,1720.4782111247982,1683051849,0,4128.0,216.94,4064.0,3.0,3.0,0.0,3.0,4128.0,0.0,213.19,217.17,0.0,215.78,4160.0,3.0,215.97,4128.0,3.0,0.0,0.0,3.0,4096.0,212.96,215.01,4064.0,3.0,0.0,0.0,213.45,4160.0,3.0,0.0,,,,,,,
42163,1720.4782111247982,8,32928,72,0.0,180,3,0.5,1720.4782111247982,1683051851,0,4128.0,216.94,4064.0,3.0,3.0,0.0,3.0,4128.0,0.0,213.19,217.17,0.0,215.78,4160.0,3.0,215.97,4128.0,3.0,0.0,0.0,3.0,4096.0,212.96,215.01,4064.0,3.0,0.0,0.0,213.45,4160.0,3.0,0.0,,,,,,,
44602,1720.4782111247982,8,32928,73,0.0,181,3,0.5,1720.4782111247982,1683051852,0,4128.0,216.94,4064.0,3.0,3.0,0.0,3.0,4128.0,0.0,213.19,217.17,0.0,215.78,4160.0,3.0,215.97,4128.0,3.0,0.0,0.0,3.0,4096.0,212.96,215.01,4064.0,3.0,0.0,0.0,213.45,4160.0,3.0,0.0,,,,,,,
2464,1720.4782111247982,8,0,74,17.61,183,4,10.0,1720.4782111247982,1683051854,0,4128.0,216.94,4064.0,3.0,3.0,0.0,3.0,4128.0,0.0,213.19,217.17,0.0,215.78,4160.0,3.0,215.97,4128.0,3.0,0.0,0.0,3.0,4096.0,212.96,215.01,4064.0,3.0,0.0,0.0,213.45,4160.0,3.0,0.0,,,,,,,
4882,1720.4782111247982,8,0,75,16.21,184,4,10.0,1720.4782111247982,1683051855,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,26.78416824992746,0.0,131616.0,32928.0,0.0,1229.3829583485078,4.0
7293,1720.4782111247982,8,0,76,14.81,185,4,10.0,1720.4782111247982,1683051856,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
19413,1720.4782111247982,8,0,77,7.76,192,4,5.65,1720.4782111247982,1683051863,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
21193,1720.4782111247982,8,0,78,6.73,193,4,4.89,1720.4782111247982,1683051864,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
22971,1720.4782111247982,8,0,79,5.69,194,4,4.14,1720.4782111247982,1683051865,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
24785,1720.4782111247982,8,0,80,4.64,195,4,3.37,1720.4782111247982,1683051866,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
26563,1720.4782111247982,8,0,81,3.61,197,4,2.62,1720.4782111247982,1683051868,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
28336,1720.4782111247982,8,0,82,2.58,198,4,1.87,1720.4782111247982,1683051869,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
30123,1720.4782111247982,8,0,83,1.54,199,4,1.12,1720.4782111247982,1683051870,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
31894,1720.4782111247982,8,0,84,0.51,200,4,0.5,1720.4782111247982,1683051871,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
33669,1720.4782111247982,8,0,85,0.0,201,4,0.5,1720.4782111247982,1683051872,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
35469,1720.4782111247982,8,0,86,0.0,202,4,0.5,1720.4782111247982,1683051873,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
37245,1720.4782111247982,8,0,87,0.0,203,4,0.5,1720.4782111247982,1683051874,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
39020,1720.4782111247982,8,0,88,0.0,204,4,0.5,1720.4782111247982,1683051875,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
40800,1720.4782111247982,8,0,89,0.0,205,4,0.5,1720.4782111247982,1683051876,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
42580,1720.4782111247982,8,0,90,0.0,206,4,0.5,1720.4782111247982,1683051877,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
44358,1720.4782111247982,8,0,91,0.0,207,4,0.5,1720.4782111247982,1683051878,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
46132,1720.4782111247982,8,0,92,0.0,208,4,0.5,1720.4782111247982,1683051879,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
47925,1720.4782111247982,8,0,93,0.0,209,4,0.5,1720.4782111247982,1683051880,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
49713,1720.4782111247982,8,0,94,0.0,210,4,0.5,1720.4782111247982,1683051881,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
51499,1720.4782111247982,8,0,95,0.0,211,4,0.5,1720.4782111247982,1683051882,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
53277,1720.4782111247982,8,0,96,0.0,212,4,0.5,1720.4782111247982,1683051883,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
55064,1720.4782111247982,8,0,97,0.0,213,4,0.5,1720.4782111247982,1683051884,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
56856,1720.4782111247982,8,0,98,0.0,214,4,0.5,1720.4782111247982,1683051885,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
58646,1720.4782111247982,8,0,99,0.0,215,4,0.5,1720.4782111247982,1683051886,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
60426,1720.4782111247982,8,0,100,0.0,216,4,0.5,1720.4782111247982,1683051887,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
62213,1720.4782111247982,8,0,101,0.0,217,4,0.5,1720.4782111247982,1683051888,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
63994,1720.4782111247982,8,0,102,0.0,218,4,0.5,1720.4782111247982,1683051889,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
65776,1720.4782111247982,8,0,103,0.0,219,4,0.5,1720.4782111247982,1683051890,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
67557,1720.4782111247982,8,0,104,0.0,220,4,0.5,1720.4782111247982,1683051891,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
69331,1720.4782111247982,8,0,105,0.0,221,4,0.5,1720.4782111247982,1683051892,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
71113,1720.4782111247982,8,0,106,0.0,222,4,0.5,1720.4782111247982,1683051893,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
72894,1720.4782111247982,8,0,107,0.0,223,4,0.5,1720.4782111247982,1683051894,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
74670,1720.4782111247982,8,0,108,0.0,224,4,0.5,1720.4782111247982,1683051895,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
76461,1720.4782111247982,8,0,109,0.0,226,4,0.5,1720.4782111247982,1683051897,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
78242,1720.4782111247982,8,0,110,0.0,227,4,0.5,1720.4782111247982,1683051898,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
80023,1720.4782111247982,8,0,111,0.0,228,4,0.5,1720.4782111247982,1683051899,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
81816,1720.4782111247982,8,0,112,0.0,229,4,0.5,1720.4782111247982,1683051900,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
83588,1720.4782111247982,8,0,113,0.0,230,4,0.5,1720.4782111247982,1683051901,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
85365,1720.4782111247982,8,0,114,0.0,231,4,0.5,1720.4782111247982,1683051902,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
87142,1720.4782111247982,8,0,115,0.0,232,4,0.5,1720.4782111247982,1683051903,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
88915,1720.4782111247982,8,0,116,0.0,233,4,0.5,1720.4782111247982,1683051904,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
90695,1720.4782111247982,8,0,117,0.0,234,4,0.5,1720.4782111247982,1683051905,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
81071,1507.515312514481,7,0,118,0.0,235,4,0.5,1507.515312514481,1683051906,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,4.0,0.0,212.96,215.01,0.0,4.0,0.0,0.0,213.45,0.0,4.0,0.0,,,,,,,
82643,1507.515312514481,7,0,119,0.0,236,4,0.5,1507.515312514481,1683051907,0,0.0,216.94,0.0,4.0,4.0,0.0,4.0,0.0,0.0,213.19,217.17,0.0,215.78,0.0,4.0,215.97,0.0,4.0,0.0,0.0,,0.0,,215.01,,4.0,,0.0,213.45,0.0,4.0,0.0,,,,,,,
